Date,Rating,Title,Review
Date of travel: February 2020,50,Delta Flight,Been flying with Delta for several years consistently now. Many flight options available. And good rates depending on origin / destination. advance purchase will also save money.
Date of travel: February 2020,10,Another crappy flight,"The return journey - another terrible flight with Delta.  Cramped seats. 1 glass of water and a granola bar.  Flight departure delayed by nearly 2 hours for a computer problem that needed fixing before our oceanic flight great that they got it fixed and we were good to go, but the delays had serious knock on effects for passengers with booked close connections.  Knowing our flight had arrived and we were expediting our passengers of the plane to make their Delta connections - the flights departed without the passengers.  One flight left over 50 passengers behind - all needing to be rebooked.  These flights were only marginally better than Ryan Air!  Not impressed for the prices paid for these flights!"
Date of travel: February 2020,10,What a flight,"We were booked with Virgin from LHR to LAX in Premium Economy.  The service and seating were fabulous.  LAX to OGG was booked as a co share with Delta and Oh my goodness what a contrast.  Cabin crew - there was on chap who was absolutely lovely - friendly, chatty and generally attentive, sadly the rest were complete polar opposites.  The seating was so uncomfortable and very narrow.  On a planned 6 hr flight we were given a few beverages and a couple of snacks. They were nice snacks, don’t get me wrong but a proper brunch would have been nicer.  Overall will never fly Delta again - our experience was not what I would call Comfort+.  Not even comfort"
Date of travel: February 2020,10,Totally deltas fault - no pilots for flight ,I am diamond medallion with delta and have always bragged about their service ...until 2/13/2020 !  I have to fly from Gsp to phl to pick up my 6 yr old grand daughter and fly her directly back to Charlotte for visitation reasons.  I allow at least 3hrs in between flights. I have done this many many times with no problem  on feb 13 my first flight was delayed due to no pilots available on delta which delayed 2 1/2 hrs causing me to miss my connection from Atlanta to Philly.  Therefore missing my 5 pm  American flight to Charlotte. I lost 558 dollars because we couldn’t make it.  On top of that we had to be rebooked with delta (was not American Airlines fault) to Raleigh 3 hrs from our original destination   Delta charged me 43000 miles to book my grand daughters flight and 278 dollars to book my flight.  Then we had to get rental Car in Raleigh and drive the 3 hrs   It was totally deltas fault.  Not weather not mechanical but no pilots!!!   It is early enough in the year for me to switch to another airline to make loyalty status.  I am soooo disappointed !!!
Date of travel: February 2020,50,Delta is the best,"Flying United, the worst airline in the world, always reminds me of how amazing Delta is. I love Delta. They clearly value employees who are human, smart, and kind, and their customer service genuinely reflects that. They are real people helping real people. Thank you, Delta!"
Date of travel: September 2019,20,First Class Rip-off,"Departing from JFK on an international flight so got to the airport couple of hours early and checked in.  Had plenty of time so went to first class lounge for some coffee.  Would you believe that we were denied admittance to lounge because, even though flying first class, lounge was only for ""international first class"".  When I pointed out that destination was Vancouver, I was informed that Delta does not consider Canada and Mexico international!!  (By the way, same stupid rationale on return from Calgary.)  Somehow, when accepting our substantial fare for these tickets, Delta's people never mentioned their unique definition of ""international"".Well, Delta, you saved the cost of two cups of coffee but you can take me off your ""satisfied customer"" list.  Even better, take me off your customer list as well."
Date of travel: February 2020,40,Direct to and From Cancun,"This is a non-stop from Indianapolis to Cancun.  There is now a website to fill out your Mexican tourist form which makes entering Mexico so much easier.  If you are entering Mexico Friday, Saturday, or Sunday, expect long lines at Immigration."
Date of travel: January 2020,40,Much better than the rest.,"Like all flights these days, it was fully booked. Like all flights, people bring too many carry-on bags that make boarding difficult. After everyone was seated, everything went smoothly and the staff was very helpful. And we took off right on time."
Date of travel: February 2020,50,Wonderful in every way,"If a 16 hour flight can be perfect, then this was it.  We booked premium economy and it was worth every cent for space, service, a little better food, and especially roominess of the seat.  The plane was on time and even a little early.  Lots of good movies to pass the time.  Best of all was the terrific service we received from the crew (a big shout out to Sherry and Paula who have been flying together for 25 years!). They helped a sick friend who was unable to board, and then they carefully attended to us and everyone else with grace and good humor— not easy on a flight this long.  We arrived not too worse for the wear.  I flew Qatar just 3 weeks before and Delta its you hands down!  Thanks for everything!"
Date of travel: November 2019,40,"Good, problemfree flight","Flew from Tampa to JFK as part of a Virgin booking, in Tampa's Premium Economy equivalent.  Boarding was good as were the seats and leg room.  The plane was clean and the crew friendly and efficient.  We left on time and landed on time.  Have  flown with Delta before and this flight was quite up to their standards."
Date of travel: January 2020,50,Delta is my go to airline,"Being a Delta Platinum Medallion flyer helped, but I didn't anticipate the entire family being upgraded to first class on an international flight. Delta came through in flying colors."
Date of travel: January 2020,30,Just So So....,"The best thing about the flight was the flight crew/flight attendants. They did a first class job, great service and attention throughout the flight. The food was also very good. Entertainment was so so.We had heard a lot about the new Delta One service on Delta Airlines and were very much looking forward to being able to fully recline for sleeping during the 12 hour flight. Unfortunately the new seating was a disappointment. The cubbyholes that made up each seat felt cramped. The seats seemed hard and were not comfortable and the full recline was very disappointing. They did fully recline but it was very cramped. My feet were pinched and just never could find a comfortable position. While the seats have new features that make them attractive the sacrifices in comfort to accommodate the new features are not a good trade. Its obvious that Delta spent a lot of money in an effort to make improvements but their efforts I am afraid missed the mark. You would think that if your goal is to afford passengers the option to sleep laying down, then you would be absolutely certain that you are providing them with something comfortable to sleep on. Just to be fair, it may just have been me. I did see many of the other passengers sleeping, maybe I am just too use to my own bed."
Date of travel: January 2020,50,On time and attendants were absolutely wonderful!,"Wonderful flight we took off on time. Was a little concern about the snow and ice due to the incident that happen the day before my scheduled flight. All ended well and upon arriving in Kansas City, it was blue skies and very cold. No snow!!"
Date of travel: February 2020,10,Passengers are treated like mushrooms,This flight had mechanical problems that caused a delayed of about 2 hours. All the passengers were asked to deplane and all those with connecting flights were rebooked with no hotel or meal vouchers and multiple passengers having to stay overnight at Minneapolis. Then the passengers were asked to re-board the plane and then came another long delay of waiting for nearly 2 hours with no information . This airline crew treats its passengers like mushrooms keeping them in the dark even with delays on nearly 4 hours and missing connections . Terrible customer service !
Date of travel: December 2019,50,Short flight but excellent service,"Short flight from a very small airport to one of the busiest.  No problems leaving with no need for 2 hour arrival time.  However, for one who walks as slowly as I would have been better off to ask for a wheelchair as my trip to baggage had its ups and downs, tram ride, up an escalator, down an escalator, long walk to the baggage area and my bag was locked up by the time I arrived there.  On the return I had a wheelchair ride and it was a great improvement."
Date of travel: February 2020,50,"Had my first class upgrade , Atl to MSP","As a million mile flier, I’ve seen it all the past 20 yrs. delta always in the lead. Helpful flight attendants, planes always clean. It’s a domestic cut above"
Date of travel: January 2020,50,"Great Experience, friendly attendants!",Great experience overal from the ticket counter all the way to the plane. Attendants are always friendly. Flights were smooth and on time.. actualy early for most of the trip! I fly with Delta most often and every time so far have had a great experience.
Date of travel: February 2020,50,On time and friendly service,The Comfort Plus class of service was wonderful.  Flight Attendants were friendly and helpful.  Flights were on time.  Planes were a little old and some movie selections didn't work.
Date of travel: February 2020,50,"Safe flight, on time, great crew",Uneventful and safe. What more can one ask for? The flight crews were efficient and professional. Planes were clean. Snacks are good.
Date of travel: February 2020,50,Love Delta Airlines,I always try to book my flights with Delta. They have decent sized seating for economy and meals aren't bad. Overseas flights are especially nice because all gratuities are included.
Date of travel: February 2020,50,great customer service; delays due to weather,more legroom than other airlines; flights delayed dueto weather but kept us informed adn gave us free snacks. Some baggage had to be moved due to people not following rules but overall great experience adn staff very pleasant and helpful.
Date of travel: February 2020,30,Easy flight,"I was a nice, easy flight. The planes have shrunk and the seating is crowded. There wasn't much difference between first class and economy."
Date of travel: January 2020,50,Flight to New York 2012,Our flight from New Orleans Airport to New York was excellent. We did have a problem with the ground crew as we went to out side to check in and the attendant was very busy (he was working by himself) trying to get the luggage for a band checked in. He did finish that but instead of helping us he left the counter and brought the luggage to the loading belt. When he was leaving I told him we were running very close to our pre-boarding time and he told us to go inside to check in. He was rude and we did check inside the terminal where a Delta employee was so very helpful and professional. We got to our gate and the passengers  were on it and we got on the plane because they knew we checked in so they held the plane up and we got on and we took off on time. We always fly Delta to New York as we can get the flioght times we want and the flights are direct.
Date of travel: December 2019,50,Christmas in Hawaii,"Delta airlines staff were courteous and empathetic. When my eleven year old got on board feeling rather sleepy and tired, the crew did everything to help her get her carryon on to the overhead storage, gave her a blanket right away and told her she was welcome to fall asleep as soon as the plane took off. Regardless of the fact that our daughter knew these things the crew member took the time to comfort na d reassure her. See you in the sky! Thanks for your hospitality"
Date of travel: February 2020,30,Flight our was wonderful. Desk agent on return spoiled the overall great experience.,"I fly a fair amount, not a mega miler, but at least monthly. This is the first time I have flown with Delta. The folks make the difference, and with the exception of the guy at the gate in Dallas, who was particularly rude and condescending. After a very short exchange with him, I sat down and let it go. BUT I could'nt so I walked up to him to see his name tag and he made a inappropriate comment about me to a coworker. I guess he didnt see my wife sitting nearby who heard what he said. I did not speak rudely, raise my voice or act disrespectfully in any manner. He did. If he was one of my employees he would have been disiplined.That being said, the rest of the folks were great. Happy, friendly and polite. Just as I am and want to be treated. One bad apple sure can spoil the whole barrel."
Date of travel: January 2020,30,I paid for Main (Select my seat) and was moved randomly (3 separate times),"I really do think Delta is a great airlines.  The service and in-flight amenities are very nice.  However, their passenger processing is lacking substantially.  On 3 separate occasions, I booked independently with a friend who booked independently as well.  We both PAID A PREMIUM to allow us to select our seats and choose to fly seated together.  In 3 separate instances a random seat change to either one or both of us occurred, to accommodate other parties that booked together (most likely less far enough in advance to afford seat availability needed for the whole party of travelers).  When my friend and I book together on the same reservation, we have never been split.  Yet, when we book independently, we are almost always split.  My thought is that since we APPEAR TO BE single passengers, Delta assumes it is acceptable to change our seats.  Why?  I could simply book a less expensive Basic Economy ticket and  then be understandably randomly seated. At least the inconvenience is less expensive.  This practice of re-assigning a person's premium reservation seat is so fraudulent!  If you PAY to pick a seat, then that seat should be honored. Why is it OK for Delta to inconvenience a single passenger reservation to meet the needs of anyone else if the single passenger paid for select seating privilege (I am not speaking with respect to meeting passengers with special needs; this was obviously not the case in my experiences).What should be a 5 star review is tainted by this PATTERN of behavior by Delta Airlines."
Date of travel: January 2020,40,January 2020 flight,Flew out of Los Angeles.  A bit of confusion if terminal 2 or terminal 3 since international.  Called Delta and they could not clarify.  Several months earlier traveled the same route and had gotten an email to check bags in terminal 2 but then walkor take their shuttle to terminal 3 for departure.  Since this time no email or phone clarification went straight to terminal 3 and it worked out fine.  Flight was on time both departing and returning.  Return flight was early arrival back to Los Angeles.
Date of travel: February 2020,50,Loving Delta,The plane for my flight from Columbus was late getting to Columbus and subsequently was late getting into Detroit. I missed the connection in Detroit by a few minutes as I had to get from one corner of the B concourse to the opposite corner of the A concourse in about 5 minutes. I failed. The ladies at the help desk were very accommodating and put me on the next available flight thankfully. I enjoyed a leisurely lunch in the Detroit airport and a super smooth flight to Boston with a surprise upgrade.
Date of travel: February 2020,50,Staff was Incredibly Pleasant,"Our flight was delayed a bit but once we were on the plane, it was a great experience. The flight attendants were excellent and the seats were comfortable."
Date of travel: January 2020,50,Hassle free flight,"Although we had a gate change, it was only over one gate. The flight was on time. Flight attendants were very nice. Great selection movies and other viewing options. We arrived 20 minutes early. Great flight! The return flight was equally as good leaving on time and arriving about 5 minutes early. I fly Delta most of the time and have been very happy with their service."
Date of travel: February 2020,40,NICE AND EFFECTIVE,Crews were very nice and professional.  seats were very avg and legroom was lacking.but it was clean and very nice
Date of travel: February 2020,50,On time.  Smooth.  Consistent.,"I am a product of the Delta/NW merger.  I got my million miles shortly after the merger was completed.  Because of this and the fact that Delta owns MSP, i pretty much exclusively fly Delta.But, I do it because they are consistent.  Sure, not all employees are great, but I would say they are above average (based on conversations with friends flying other airlines).  Comfort + is what I remember Coach Class being when I was a kid.  Do I fault Delta for that?  No, we are to blame.  We wanted a Greyhound in the sky, and we got it by not agreeing to pay higher fares.  So now I pay a higher fare to get some leg room.  If i was a little smaller I would fly Economy.So, if you are looking for a limo ride and pampering, don't fly.  Not Delta, not American, not United. If you want a solid, consistent experience that is not overly frustrating, fly Delta."
Date of travel: January 2020,30,Good experience,"Food was good, space was tight, and customer service was sometimes curt.  Flight from Seoul to Hanoi, following our flight from RDU to Seoull was with Korean Air.  What an incredible difference.  Korean is an excellent 10 compared to Delta's 5."
Date of travel: February 2020,50,Fly Delta frequently,I fly Delta Airlines frequently and always find my experience excellent. The flight attendants are always attentive and it's amazing that  they are in such good humor considering the number of passengers they need to take care of. It is unusual for the airline not to communicate with me about delays. We often land early rather than late. My recent flight from San Francisco to Detroit was comfortable and on time.  I usually do work on these flights and use go-go Internet. The Internet connections are usually good even though I find the service a bit expensive.
Date of travel: November 2019,50,Delta Airlines--a pleasant surprise,"Every day people complain about the lack of customer service in the airline industry but Delta really went above our expectations. As soon as we arrived at the Delta check-in Panama City, we were met by friendly and courteous staff. It was an early morning flight and from there, until boarding, everything was easier than normal while traveling through American Customs. On the flight, the crew was a delight, and wait for it, the free meal was delicious. I chose a complimentary cheese tray, and we were constantly served drinks and snacks. It was a pleasure cruise. Thumbs up to the crew and airline"
Date of travel: February 2020,50,The Delta Difference,"I have flown a lot of airlines.  No one compares to Delta.  Their cabin crews are amazing.  Generous, helpful, compassionate and always available.  Aircraft was a 777.   Seats and bathrooms were spotless and kept that way.  Totally enjoyed both flights and the brief connection in LAX.  LAX though could sure use some better signage!"
Date of travel: February 2020,40,Tampa Fl to Sydney Australia is a long flight!,"We flew both to and from on Delta and cannot complain about the service, the food or the flights.  It is a 13 and 1/2 hr flight  just to LAX from Sydney and another 5 hr one on to Tampa. We have flown 1st class to Europe twice, and since my husband can't lie all the way down because his shoulders are too wide, we decide to try Comfort One + for this trip. The problem with that is that the amount of space given for your feet to be raised is fine if you wear a size 7 shoe, but an 11 one doesn't fit comfortably at all.  He ended up not even using the foot rest.  I did but I'm only 5'2""!"
Date of travel: February 2020,20,First Class Not Worth The Cost,"I am an Elite member on another airline, but wanted to try Delta because it serves many of the key cities I need to visit on a regular basis.  I flew from SEA to SJC in First Class, but want impressed.  The staff was nice, but their was no designated attendant for our seating zone.  The first round of drinks were in plastic cups and the only food we were offered could have been purchased from a gas station’s mini-mart.   So I recommend travelers to save their money and just fly comfort or economy; or if you prefer excellent first class service then fly another airline."
Date of travel: February 2020,50,Consistently good,"We were able to upgrade this flight to First Class using our air miles. Delta consistently does a good job of being on time, and providing friendly service. This flight was no different other than we had comfortable seats."
Date of travel: February 2020,40,"good flight,no extras","No issues, but very basic. 5 hour flight, no meal. I guess this is sadly the standard no,unless you travel internationally. I always thought that if a flight was more than 4 hours a meal was included."
Date of travel: February 2020,50,Very helpful.,"I'll have to say, another great flight with Delta to New York.   Check in counter people were so helpful.  In LAX, I accidentally booked my sister's ticket under my last name instead of her married name.   They were so helpful and fixed the situation.   Flight attendants were great.   Flight on time.      Returning home, my sister had lost her wallet and they were very helpful getting us thru TSA (who were rude and a**holes).  Flight attendants weren't as friendly as the LAX crew (they seemed a lot younger, not as good with service).   Flight had to wait about 20 minutes for an available gate at LAX due to a previous flight with mechanical problems, but the captain kept us updated."
Date of travel: February 2020,40,"Safe, On Time, No Frills","Safe, on time departure and arrival but basic cabin service which cannot in any measure compare to most Asian or Middle Eastern airlines. So if you seek good meals, top class amenities and being pampered by the cabin crew, you had better choose some other airline"
Date of travel: August 2019,40,Good crew,"Everything was good. From booking my flight on line to the timelines of the flights. Not thrilled to pay for a checked bag, but that’s the way most airlines do it. All of my flights departed and arrived on time."
Date of travel: February 2020,50,"Flight to LA awesome, to Hawaii - not so much","Brand new plane from NO to LA, more leg room and the entertainment system was on point! The flight from LA to Honolulu was ugh! I was told it's because there isn't much money in the flight from LA to Hawaii because most people use their miles so they use the older planes. I definitely found that to be true on my trip. The entertainment systems were spotty, most didn't work. I borrowed my husband's to watch a movie, ridiculous! Not as much leg room either."
Date of travel: February 2020,10,"Lukewarm Water, really???","My experience flying from Atlanta to Baltimore on Delta airlines was horrible! I paid extra for the comfort plus and all I got for that whole trip was one cup of lukewarm water. It wasn't even cold water! I realize I wasn't sitting in 1st class, but it was really difficult to sit there and drink my lukewarm water while the flight attendant in 1st class was serving them constantly!  At the end of the flight they had the nerve to ask us to take out our own trash.  I left mine. For one thing, the person that sat in my seat before me had left their own trash behind and nobody had bothered to pick it up before they boarded us. Clearly that person was served way more than lukewarm water. They were obviously served snacks and womine, which is what I kind of expected to receive myself. I did not expect lukewarm water. I will never fly Delta again!"
Date of travel: January 2020,50,Return flight was delayed 25 minutes.  Made up time on the flight back.,Typical flight with no problems.  Seat entertainment helps the time pass.  Delta is always better than the economy lines.
Date of travel: February 2020,50,No problems in Business Class,"Recently remodeled 767 and everything worked.  Lay flat seat adequate enough. Didn't sample the Cerviche or Cheeseburger offered after a dinner in Lima and anyway a 1AM flight sleep is more important.  The flight we took was delayed to 1:15AM take off.  I have never seen a 767 boarded as fast.  Apparently if they didn't pull away from the gate by a certain time they would have had to wait several hours to leave.  But whatever, we arrived early in Atlanta, our bags waiting for us off the carousel after we cleared immigration with our Global Entry. Seamlessly onto our final destination of Minneapolis.   My wife required wheelchair assistance still recovering from a bad fall this past November.  It was promptly furnished in both Lima and Atlanta by Delta. By the way, the Lima airport is a madhouse with vast distances between  the check in counter and the gates and airline lounges.. Get there 3 hours in advance even if flying business class."
Date of travel: February 2020,40,Comfort Plus Seats are worth it!,We upgraded to Comfort Plus and just that little bit of extra leg room was so nice!  The food service for this flight - approximately 6 hours is nothing but snacks and drinks.  Oh how I miss the good ole days!  The movie selection is quite good and I had no problems with my screen but my husband's would not turn off on the red eye flight and that was annoying.
Date of travel: February 2020,50,One of the best flights we have ever taken ...,"From the lounge, through Checkin, Security, boarding to the actual flight to Salt Lake City (and on to Palm Springs), this was up there with the best.  Excellent flight, arrived early, good instructions for our connecting flight all made a difference along with great movie choices, good seat area and good food.  The thing that really stood out for us were the cabin crew - they were outstanding from start to finish.  For Pat and her team (I think Erin or Erica? Who served us), nothing was too much trouble yet they managed to be unobtrusive at The same time.  So different from many other flights where the crew seem to find passengers an inconvenience.  They really seem to enjoy their roles and should be congratulated for outstanding customer service."
Date of travel: February 2020,30,Airline boarding process,I am so disappointed with the delta air boarding process.  With so many different zoning one gets boarded at different times.  You may be in front seating and by the time you get boarded the luggage rake gets filled in by other passengers.  This is so unfair that the rake above your seating is already full when you get seated.  Delta needs to address this situation.  Otherwise it is a good airline to fly internationally.
Date of travel: February 2020,10,"Lies, Mechanical Issues, and More Lies","Tried to fly out of Grand Rapids on Feb. 13th to MSP and then to YYC.  Upon checking in, we were told our flight was delayed.  I asked if the flight was in-bound and the ticket agent assured us it was.  We then entered security.  3 hours later, we find out the plane was just leaving MSP and we had been lied to!  Needless to say, we missed out connection and were delayed by almost 24 hours for our ski vacation.  Fast forward to Friday, Feb. 14th in the morning, we check out Baggage Tracker for all 3 of us and it had different information, so we called Delta, waited 40 minutes to speak to someone and they assured us that one bag was in Winnipeg on the way to Calgary at 8:45AM and the other 2 bags were already in Calgary (which caused me to question how this could happen, when we missed the last filght.) I was told it was ""Expedited""  Our fights were not to Edmonton and then to YYC. Upon arriving at Edmonton and having a nice talk with security, they suggested I check baggage for our luggage, since it was illegal for delta to forward luggage internationally without us.  I could not believe it.  ALL 3 BAGS arrived in Edmonton....I'm really glad security was so great, because we were ready to jump on the next connection to YYC, since our luggage was ""Already There..""  Another Great DELTA LIE!!!  I asked how to get compensated for our 3 pre-paid lift tickets, and our room and was told just send delta a note and they will make it right.  Well, so much for this.  I Haven't received any communication regarding righting the  wrong.  I wish we had an easier way of dealing with airlines, expecially when they post record earnings...."
Date of travel: February 2020,50,Had gluten free snacks,I was so happy that Delta offers gluten free snacks- Kind bars and GF almonds.  Usually I have to take my own. Nice surprise
Date of travel: January 2020,50,Great Flight experience,I recently flew Delta on a Regional Jet from Tampa to Raleigh.  It was an early morning flight.  The Gate staff were friendly and helpful.  We boarded on time and loaded the full flight. The only downside was This jet had smaller storage bins than normal so most wheeled bags had to be gate checked.  The seats in Comfort+ were nice as was the extra legroom.  Flight arrived early and off to work I went.
Date of travel: February 2020,50,nice experience,"The service offered was good, we even got special meals (GF and veg).The food quality is not very good, but as for every airline.Entertainment videos are good, teh seats are ok.The tray table was dirty when I unfolded it, that meansd that cleaness was superficial in between flights.The airhostess were in Y class were not always very kind but in general all was good."
Date of travel: January 2020,30,As expected,"Generally good. A bit of a weather related delay on flight home but better to be safe than sorry. One leg of flight 2-3hrs had no entertainment available,bummer. Crews on flights were professional and attempted to be friendly. Baggage policy sucks as well as seat selection,boarding and change of plans. Overall class average for domestic airlines. Oh, and cost was a bit higher than competitors too."
Date of travel: February 2020,50,Flight 648 SLC to DFW always works for me!,"This flight is very convenient timing-wise, and the Airbus 200 is a very comfortable aircraft. Lunch selection vary, but are usually good. I had the Ham Sandwich, which turned out to be a heated entrée and tasted nice."
Date of travel: January 2020,50,"Clean, friendly staff, on time","Excellent airline.  Staff was friendly and professional, plane was clean, flights on time.Very satisfied."
Date of travel: February 2020,50,Love the friendly and respectful flight attendants.,"Delta is doing a great job prioritizing customer service. These days, many flight attendants are entitled, rude and short, as if they know you're trapped on the plane and nothing they do matters. But Delta flight attendants make an effort to be friendly, personable and respectful to customers, even though I know their bigger purpose is passenger safety. They're still the face of the airline and it is important they are welcoming and kind."
Date of travel: February 2020,40,Way better than Frontier!,"Even though this was a low-cost seat for me on Delta, there was no problem with the carry-on bag. The people working at Delta from the check in to the gate and on the plane itself were all really nice and super friendly."
Date of travel: February 2020,40,Flying through the storm,"Our roundtrip flights departed and arrived on time, despite a bumpy ride on all legs, due to stormy weather.  The cockpit crew was terrific, and even pleasant.  The only 'problem' was that the stewards were asked to suspend beverage service because of the rowdy weather, but as problems go, it was no big deal."
Date of travel: February 2020,30,Freezing in Flight,"Love to travel! This wasn’t the best flight. Very cold on the plane. Several passengers in economy asked for throws/blankets. We were told there weren’t any available. First Class passengers had 2 throws/blankets each. Delta should plan accordingly. This isn’t a reflection of the Pilot’s skills~excellent take off, landing... #feltlikealowerdecktitanicpassenger"
Date of travel: January 2020,50,Superb experience!!!,Delta always makes one feel very special and part of the family.  We flew from HNL to ATL on a redeye and were treated like royalty.  Will definitely fly again!!!
Date of travel: February 2020,50,Cayman flight,Both ends of the trip we’re phenomenal. Staff was exceptional.  We didn’t experience any problems. Flights left and arrived on time on both ends.
Date of travel: February 2020,10,See a down-word trend,"I have been a loyal customer of Delta.  But this flight was a nightmare.  My friends and I flew to Cozumel.  I knew that it would be pretty awful because it was a cheap red eye.  However, the flight attendants from SLC to Atlanta were really nasty and abrupt.  You can;t tell them that on the flight because they would probably push you out the door at the end. They were not helpful.I was previously on a Delta flight in November from Paris to JFK.  The same thing was true and on this flight the plane was downright dirty.  I am sad.  I liked Delta and since I live in SLC it is easy to get a flight but I am going to lose a little of my loyalty for nicer treatment and a clean environment.One specific example:  we were in the back of the plane so we were last for service.  My friend asked for the full can of Diet Coke.  The flight attendant made a snotty remark and so I asked for the full can too.  She did not give me a cup or any ice and was really snotty.  It is not like we were making them short of refreshments!  I did not ask for a snack as I would probably get a paper cut from her throwing it at me."
Date of travel: January 2020,40,Overall good flights,Overall good roundtrip flights. Couldnt get drinks on return flight due to turbulence. Flight attendants were friendly and courteous on flights
Date of travel: June 2019,10,Mileage being Stolen,"So we've been a Delta Skymiles member for decades and have miles gained from both International and Domestic flights. I was planning on using them for Hotel or something and was just informed after a 40 minute hold that I am unable to use them unless I purchase their expensive Delta American Express Credit Card. Wow - so basically they are taking your miles and holding them hostage until you purchase their Credit card with an Annual Fee that you Don't need. They don't seem to mind if you Purchase the tickets with any other card - funny how that works right? I have a couple Domestic vacations and an International trip planned this year and will no longer fly this airline. Overseas trips are better on foreign airlines anyway - better service, prices, and amenities. Even the Delta agent agreed she disagreed with this. so much for Customer service - reconsider this corporate american airline. So much for all those tax breaks dripping down to the middle and lower classes."
Date of travel: February 2020,20,The benefits are few - for $300 go business,"Normally I fly Delta Comfort. I pay a few extra dollars to board early and it was a small price. Premium Select just rolled out on international flights and is between business and comfort so I decided to give it a try. Unlike comfort when you pay a couple hundred dollars more this service was over $1k difference. In fact some flights I viewed the difference between premium select and business as only a few hundred dollars. The seats are bigger but the footrests are useless. The tv screens and on board entertainment is more movies, more channels. I was disappointed. I was able to go in priority security line at JFK but not eligible for Delta Lounge. Premium had it’s own cabin with 2 seat configuration (6 per row). They gave the same toilets kits but a better set of headphones. Same cheap blankets and pillows. I don’t see the value. Save your money and go with comfort or spend the extra few hundred and fly business and get a bed, lounge privélevens, security priority."
Date of travel: February 2020,40,Safe flight,"I fly this particular route ALOT and I have no idea why this time the trip was longer, especially with decent weather and no delays! I love the snacks, but the flight attendants were not that friendly. I also HATE that earplugs are no longer free!! I would rather watch movies during a 5.5 hour flight than eat snacks. Even though I appreciate the snacks, charging me for flimsy earplugs sucks. The seats are decent and the other passengers weren’t as irritating on this flight as others! The landing was very rough, but both pilots stayed until everyone deplaned to say have a good day and thanks, I loved that and truly appreciate them for getting me home safe!"
Date of travel: February 2020,50,Amazing overall,"Pros:* Flight attendants were friendly and cheerful* Food and drinks were very tasty and frequently offered* Lay flat seat is comfortable and perfect for catching some Zs* Delta One private suite is very nice for resting and relaxing on long-haul from TokyoCons:* Minor issue: my suite door would not close; however, my wife’s door worked fine* Moderate issue: IFE was not working properly: passengers could only choose a small selection of Disney/Marvel movies (approximately 20 total) and main cabin reportedly had no sound whatsoever; this made for a somewhat boring flight since many passengers pass the time watching movies during long-haul flightsSummary:* Delta One suite on B777 from HND-MSP: Service and suite were top-notch. I look forward to flying Delta One long-haul again - hopefully with fully functioning IFE!"
Date of travel: February 2020,50,My advice:  Fly Delta!,"The departure and arrival, USA to Mexico and Mexico to USA   Both trips on time, no delays.   The service personnel were very pleasant, polite.  At least 40 popular movies offered in the comfort of your own seat.   The beverages and snacks were fresh.  Boarding and disembarking all very organized, managed quite well.  A pleasant ride!"
Date of travel: February 2020,50,Saftey First,"I hadn't traveled on Delta for sometime. I typically use American or Southwest. I was impressed with Delta overall. Planes were nice. The seats in Economy were decent. I liked the in-flight entertainment and info system. And the staff were pleasant and accommodating. There are a very limited number of flights across all airlines going in and out of Cozumel daily. Our flight on Delta leaving Cozumel to Atlanta was supposed to leave at 2:50pm. About 45 minutes before then it was announced that there was a maintenance issue and the flight was delayed until 5:00pm. As time went on, the departure time kept getting pushed back further and further. It was finally announced that the plane could not be repaired within a reasonable amount of time and that a replacement plane was being flown from Atlanta to Cozumel specially to pick us up. Due to the long wait, Delta had all us passengers picked up at the Cozumel airport and taken over to an all-inclusive resort for food and free drinks for several hours. We greatly appreciated that as it really helped the wait time go by. Long story short, we did not get into Atlanta until after 1am. Most everyone onboard the flight missed their connecting flights, including me and my party. Delta had staff waiting on us in Atlanta to answer questions and rebooked flights. They paid for everyone who needed it a room at a hotel at the airport since many connecting flights were hours away. They put me and my party up at a new trendy (and I'm sure expensive) hotel at no charge. We opted to take an 11:30am flight on to Nashville then that morning. That gave us plenty of time to get some good rest.In summary, Delta did everything that they could under the circumstances without sacrificing our safety and while also addressing the needs and comfort of it's passengers. I truly appreciated that."
Date of travel: February 2020,20,Flight Delay,"We were returning home from a vacation.  We were due to land in Minneapolis around 9:30 PM but because of a broken part, we were delayed and did not take off until around 10:00 PM arriving home a little after 1:30 AM.  Unfortunately, maintenance in Fort Lauderdale did not have a replacement part so we had to wait for an arriving flight from Detroit which ultimately flew us home.  Luckily, the plane was the same configuration as our original plane so reticketing was not necessary.  The crew did an excellent job under the circumstances."
Date of travel: February 2020,50,Top Notch,All of the crew and Delta workers were amazing and had no idea who was in what class before we boarded the plane. There was kindness to each person who interacted with the Delta staff! Even the people who didn't have assigned seats were treated graciously and respectfully.
Date of travel: February 2020,40,Great Flight - Horrible Check-In Process,"Flight itself was fantastic.  Excellent service from the hot towel before dinner, to the light breakfast.  Plane was in good condition. But the check-in process at the Santiago, Chile airport was terrible.  Everyone arrived 3 hours early, so really long lines with no line control.  People were cutting the line and defying the other people who called them out on it.  There were not enough employees to check passengers in, weigh luggage and create luggage tags (the kiosks did not create luggage tags).  We've flown all over the world and never had this bad of check-in. Would have rated the experience ""excellent"" if check-in was better."
