Date,Rating,Title,Review
20th November 2016,8,"""never had a problem with sufficient airport seating""","Logan has been my home airport since 1980. Pretty much used every terminal. The airport is in a constant metamorphosis. Slowly each terminal is being remodeled, and then again remodeled. It's constrained by limited real estate and traffic patterns much like Washington National. There is is no comparison to the bad old days of 1980 when it was essentially a regional airport. However long one must walk, it's nothing like Philadelphia. I agree that a post-security people-mover type of shuttle between terminals for connecting flights. Boston is not a hub airport. I wouldn't think of making a connecting flight out of Logan. It's only recently they've begun real bona-fide international flights to Europe. Every international flight I've ever taken has me switching in Newark/NY. Many of the comments I've read here are terminal-specific. Services are vastly different from one terminal to the next. Don't broadbrush the whole airport. I've seen TSA shut down their lines when demand is low, but then open right back up when it surges. Seen this at many airports. When it is open, it never, ever takes me more than 5 minutes to get through, worst-case. Restaurant quality and quantity is greatly improved. Cooked food after airport security? Yes, there is, again, depending on the specific terminal. Up until last year, you needed to pay for wireless. That's changed. The inconvenience of 45 minute disconnect is a small price to say. Even still, the Rochester, NY wireless service beats Logan any day. I've never had a problem with airport staff. Be friendly, you'll get it back. Be a jerk, you'll probably get it back. Never had a problem with sufficient airport seating. They are slow to install power connections in or near the seats. Lack of toilets? I've never had a problem and I always must go as soon as I get off."
10th November 2016,2,"""airport is badly in need of updating""","This airport is badly in need of updating and a poor choice, especially if you need to change terminals between flights. There is no internal people mover between terminals so one either has to go back outside and take a shuttle bus to the next terminal or walk a very long corridor between terminals. Then one must get in a long line and go through security again with very curt, rude security workers. Also, Logan does not accept the Global entry card except on Delta, not even for national pre-TSA. The terminal was so overheated, especially after coming off an international flight and having to go without water until I got through 2 long security lines with a long passage in between. I have medical problems such as heart arrhythmias and carry a cane for lupus arthritis, so these issues could have caused a medical emergency. So my family will avoid this airport until it goes through the needed renovations,"
8th November 2016,1,"""one of the worse places to be stuck on a long layover""","An embarrassing gateway and one of the worst airports for a layover. 1) Gateway: As is always the case when someone arrives from outside North America to a US port of entry, we had to claim our baggage. And in every other airport in the world, we would re-check it immediately after customs. But not in Boston. There was no baggage re-check desk for the Star Alliance nor was anyone who worked there aware of one. I asked one of the people in the recheck area what to do. She snarked that we had to take our baggage to the check-in desk in Terminal B. To put this in perspective, the gateway for international passengers is in Terminal E. Boston has no shuttle train between terminals and its bus stop is quite a bit away from the terminal and goes off-site to the T station before returning to the airport, so we had to walk it three quarters of the way around the not-so-small airport to get between terminals. It’s not the most straight-forward of walks between terminals: it goes inside and outside, up elevators, across parking garages—you get the picture. When we arrived at Terminal B, the airline staff member said, “Oh, we do have a drop over there.” I said it wasn’t marked and no one there knew about it. He snarked, “Well that’s the airport.” 2) Layover: If you like cramped waiting areas with 1 recharging station serving passengers at three gates inside the secure area, or visiting Dunkin Donuts stands whose staff desert them but fail to leave any indication that the place is closed or lounges whose servers who keep saying the other server will help you, then this is the place to hang out. But for the rest of us, the cramped conditions, lousy selection, lousier service, and lack of any suitable place to wait makes Logan one of the worse places to be stuck on a long layover between flights. When the layover occurs following an international flight to world-class airports in Europe and Asia that were designed for comfort and efficiency between flights, the conditions at Logan look all the worse. 3) Overall: After experiencing some of the efficient, pleasant, spacious gateways in Amsterdam, Helsinki, Beijing, Hong Kong, Singapore, and Copenhagen in recent months, my trip to Logan made me feel like I had gone back in time from the 21st to the 20th century. As a former Boston resident, I expect to find history in Boston-just not at the airport. And as an American, I felt like this gateway was anything but welcoming to visitors."
17th October 2016,3,"""over 2 hours later we cleared immigration""","Well, what can you say, we were a party of our, traveling from London into Boston, arrived on time, ushered into the hall leading to the immigration area, barked at by an official to stand in the left or right depending on your status. We were then ushered in to hall (notice on wall stating no washrooms after this point). We then moved very slowly, out a possible 8 desks 2 were staffed, at one point these closed while they changed shift! Over 2 hours later and with 2 of our group bursting for the ""restroom"" we cleared immigration. We are fully aware how important and serious homeland sercurity is but come guys, get your act together, you know full well when the busy times are and you know where the planes are coming from, get more staff. On telling others of our disappointment it appears this is an ongoing problem. This situation must be affecting tourism. There were notices in the hall to say who to contact if you were unhappy but also notices to say no photos, so to head of homeland security, take note please. The good news, departure was smooth."
4th October 2016,7,"""airport is conveniently close to the city""","✅ Verified Review |  The airport is conveniently close to the city and it is easy to get to. The terminal I used - E - had a grand hall with complimentary internet, which worked just fine (despite only allowing free sessions of 45 minutes each time). However, I was a tad taken aback when I passed the security checks - which were very quick, I must say - as the terminal looked too utilitarian and did not really make anyone feel comfortable or welcome. I did like the many electricity sockets available and the rocking chairs by the windows. Also, the screens all over the airport only show the flight numbers, times, airlines and terminal and do not show if the flight is boarding, for example. It would be convenient to have such information on the boards, so that people do not rely only on the information over the speakers. Not to mention that some people have hearing impairments."
3rd October 2016,9,"""quick, fair and friendly""","Arrived at Logan early evening and expected a long wait for immigration, I was wrong. There were a few empty desks which I initially thought was a little unfair considering how many intercontinental flights were all in attendance. However, desks were opened and immigration and customs were quick, fair and friendly. No frills, but who wants that when you have a hotel to get to. Domestic departures (Terminal C) was clean, efficient and smooth. Very nice indeed."
31st August 2016,10,"""departing was smooth""","✅ Verified Review |  Reading other reviews I was preparing myself for the worst when arriving and departing from Logan. However this turned out to be unfounded. We were off the plane and waiting on the silver line bus which takes you to downtown boston for free within 10 mins. Not many airports offer this perk. Departing was smooth, good food options at the airport to suit all budgets. Lots of seats at the departure area. Will love to use this airport again."
5th August 2016,8,"""long walking distances""",Boston Logan is a good airport - however quite long walking distances between the gates and different terminal facilities. I did love that the international terminal and the domestic terminals right next to each other. So you were able to see the international airlines fly in front of you. That is a very beautiful sight. Very busy though...
27th April 2016,1,"""a sight to behold""",Normally great service but today's baggage foul up at Delta was a sight to behold - two or three bags jammed at the belt so they shut down the carousel and announced a problem - one individual I assume at the baggage office grabbed his coat and left - a little later a young man came and pulled the bags off and the carousel started a matter of minutes after the man lifted 2 bags off. No one from the baggage office moved and we all waited for the fellow in the safety vest to show up as my wife stated she could have easily done that as the bags were at the carousel. Point being either this is a union issue or they need to hire motivated people who want to do the job.
28th March 2016,9,"""easy to navigate and great signage""","Since I live just outside of Boston, I always fly out of Logan. For those not used to big airports. Don't worry. Even though Logan is huge, it is quite easy to navigate and has great signage. Terminal C is for JetBlue and affiliates like Cape Air. Terminal B is Delta, United, and Air Canada. Terminal A is Southwest and AA. Terminal E is all international departures/ arrivals excluding Air Canada. The downsides are that it is usually busy and the wifi is hard to connect to. Boston rarely loses baggage anymore which is good. Plenty of food options and stores. Very friendly staff and a calm environment. Including the fact that Boston is soon accepting A380s and B747-8, I truly recommend d flying via Logan International."
11th March 2016,2,"""acceptable, barely""","Coming in to Boston: acceptable, barely. Hard to find a restroom. Departing Boston? Horrible. 90 plus degrees in departure gate areas. No cooler place without leaving security area. No prepared food or drinks in gate area. Have to backtrack through multiple security checkpoints to find food. No pre-check options at some. Hot sweaty. Just the way to start a 5 hour flight to be followed by another 3 hour flight. Can't imagine it won't smell like a cattle car by the end - lovely."
24th February 2016,2,"""only a single bathroom""","I arrived into the international terminal of Boston airport after two 10 hour flights from Thailand. To my amazment and disappointment, there is only a single bathroom (and just guessing, a water fountain) after departing the plane and making it through passport control, baggage claim and customs. To make it worse the bathroom is at the other end of the hall after every single entrance to passport control. Once in the line it's hard (or rather time consuming) to get back out. If you do need to use the restroom after making to to phase 2, baggage claim, then you get to do phase one all over again. Finally the lack of drinking water available is appalling. There once again are no fountains of bottles for purchase until making it through customs. No water and no toilet are a great way to make weary travelers cranky."
29th November 2015,8,"""very clean, well lit and well directed""","Used Boston Logan when on holiday a few months ago - flew BA to and from the airport. Reached the airport pretty late and the first impression I got is - this is a a really busy airport, if an intercontinental flight is held for 1/2 an hour awaiting a (vacant) gate allocation. Arrivals experience was somber - after you live in the UK where there is a lot of hype and over the counter talk of small things - the airport - right from the moment I got off the aircraft - to CBP (Customs and Border Protection aka ""immigration"") was a very utilitarian experience. Very clean, well lit and well directed. Staff are on hand all the time so if you are dazed and don't really know what the heavens is going on (typically at the end of long haul flights) - they will direct you with minimal fuss. Toilets are clean - America has again, this no-frills attitude - you want to use a toilet, you get an american toilet - simple. CBP staff - interacted with two - one a native Italian speaker about 52 who tried his humanly best to welcome and wake me up - but my apologies was tired. The other one was the lady who checked us off and stamped our passports - no silly questions. It is refreshing to see immigration control in America so different to the one in UK and India - not a hint of arrogance, questions asked - all that was said was ""Welcome to America"" - this is something I will remember for a long, long time. Departures: Very nice departures area - clean, well kept and no complaints - might be handy with heating started a bit higher please. Check in at the BA desk was a 5 minute affair - American staff have a smile and again are utilitarian unlike the English examples in the UK. Security is a big thing in America - you drink all the water if this exceeds 100 milliliters, get scanned - pat down - all with a smile. There is a fair amount of ""duty free"" shopping there - something well laid out too. Catering is not great - if you are hungry please eat first and then check in - food is expensive, staff are surly and bored and food quantities would not be enough for a baby. One thing - this is all about terminal E - international departures and arrivals. British Airways has gates E37 and E37A allotted (as of writing) - so you know where you going and these gates are in the left corner after you clear security."
3rd November 2015,2,"""from there it went downhill""","Signage to reach the airport very poor and misleading, we had a grand tour of Boston before actually managing to get there and that was with a satnav and apple maps. Rental car drop off smooth and transfer to terminal good. From there it went downhill. We had to wait an hour and a half for checin to open, once through security - thank god it was not busy because it was extra slow. Once airside, I expected to be able to relax in the airline lounge (Aer Lingus) only to find it did not open for 90 mins after check in opened. Once in the very small lounge we passed the time until boarding. A trip to the rest rooms showed an 'interesting' side to Logan airport. The hike along corridors took you past areas resembling a church hall jumble sale, a clothes rack strewn with discarded clothes, a store area for old and shabby furniture and I have it on good authority, though I did not investigate for obvious reasons that the men's urinals were rather full"
22nd September 2015,7,"""I was driving out less than ten minutes after I got off the bus""","Boston Logan has improved a great deal in recent years. I arrived without checked bags, so getting from the aircraft to the rental car shuttle took a little time. There is one bus route to the rental car center and the buses run frequently. As a member of the frequent rental program for the rental company I used I was able to walk to the left of the rental counter queues and go straight to the parking area. My name was on the board and I was driving out less than ten minutes after I got off the bus. Departure from Logan to head north on I-93 is trivial and well sign posted. If you don't mind the added cost of 'renting' a toll pass they really make things easy and I would recommend making sure you have one. Boston is reputed to have bad traffic but even on a holiday weekend I had no trouble following the exit through the tunnels and on to I93 north. Returning to the airport it is easy to find from I93 south. There is a gas station in the airport, but since I have GPS I use a cheaper gas station near the airport. Without the GPS I'd just use the in airport station. Drop-off is easy again, just follow the sign off the ramp for your rental company and then take the elevator to the 1st floor to get the shuttle back to the airport. I flew with Jet Blue so there were loads of self check-in booths and it only took a minute to print my boarding pass. I had paid for extra room which comes with a shorter security queue. Airside for Jet Blue is pretty crowded at busy times but they have free WiFi and there is power on every seat in the waiting area. There are enough bathrooms and they are clean and well maintained. I got coffee and DD and sat down to charge my toys while I waited. This isn't a first class lounge but it is OK for the rest of humanity. It could be better, they could have more space, the Internet could be faster. But it's a better place to wait than many."
31st July 2015,1,Boston Logan Airport customer review,"Not enough staff to handle lines in baggage claim and at security checkpoints, so extremely long lines and wait times. Flight delayed multiple times by more than 2 hours. All bathroom toilets blocked up (tried 4, all were stopped up). Water fountains not working. Hot at gate/terminal areas. Customer service not helpful. Horrible experience."
14th July 2015,3,Boston Logan Airport customer review,"Boston Logan has maintained its abysmal record of uncleanliness in the women's restroom opposite the Delta Airlines boarding area. On a recent trip, as on a previous one in the fall of 2014, this restroom had dirty toilet stalls and nonfunctional ""automated"" sink handles. The airport is, in general, user-unfriendly. Yesterday I had intended to wait for a friend on an arriving flight in the cell-phone lot, which I'd not been to before. The signage to the lot was so confusing that instead I ended up in the central parking garage. Signage from the garage to the US Air arrivals area in the terminal was similarly unedifying; I had to ask an employee for directions. Same thing to navigate the return to the garage. The signage for the terminals and parking is not only confusing but also dangerous: any attempt to change lanes runs the risk of involving oneself in a crash with one of the numerous fast-approaching vehicles on one's tail. I always dread having to pick up anyone at Logan and often resort to telling visitors they must take a cab."
4th June 2015,7,Boston Logan Airport customer review,I've flown out of here a few times recently as it tends to be cheaper than my hometown airport (MHT) the Virgin America boarding area is small for the number of flights it handles and places to eat in Terminal B are kind of sparse. With all the international carriers coming in as well as being a focus city for JetBlue BOS does need to step its game up if it wants to compete on the world stage of airports but at least its wifi works for the most part!
31st May 2015,1,Boston Logan Airport customer review,Really sorry I chose to transit through Logan. With waiting for buses queuing surly TSA and airport staff it has got to be one of the poorest airports. They conspired to gobble up over 2 1/4 hrs in a simple transfer from Terminal B to E. Why an advanced country such as America and a wealthy city puts up with such a shambles I can only guess and it seams to be getting worse. The management need to get out and see how a proper airport is run.
12th February 2015,10,Boston Logan Airport customer review,I love this airport didn't have to make a line for security since I had the TSA Pre-check. Terminal A is very clean and has some good restaurants.
31st December 2014,n/a,Boston Logan Airport customer review,Huge delays even for US citizens. One line just to get to the computerized passport scanners then another line to talk to the immigration officers to collect the customs forms then yet another huge line for everybody where there is one person to collect the electronic printouts. This is going backwards not forwards in time and efficiency. And after a long international flights it is painful. The last line is for everybody and one person there to collect the forms. This is absolutely ridiculous.
19th August 2021,1,"""Incredibly rude TSA employees""",Not Verified |  Incredibly rude TSA employees throughout the entire check-in process. Going through security is the absolute worst. Every employee was rude. TIA service is terrible all around anymore. They used to be very polite.
4th August 2021,1,"""it has gotten progressively less customer-focused""","Not Verified |  Parking: Had a cruise scheduled, with flight out of Tampa International. Due to last minute CDC and govt Covid rule changes, it was canceled. Every other group did a full refund or at least full dollar credit for future purchases, since the cancelation was due to COVID and govt reaction: airline, 3 shore excursions, cruise line, hotel. The only deposit we could not fully get back was parking at Tampa International. Of the $90 charge, we got back only $45. Tampa airport used to be the best airport in the country. Since Lopano took over, it has gotten progressively less customer-focused. Maybe Tiliocos, VP of Customer Service, has something to do with it? I emailed those two and the Feldman, head of parking. Obviously they got my emails, since Feldman, head of parking, called me to tell me personally to bugger off. Of the $5K for the trip, 45 is peanuts. But it shows how cold and uncaring the TPA has become. My flying has decreased in recent years, but I used to have gold cards on 4 different airlines and traveled at least once every week, out of Tampa. I marveled at having one of the best airports in the country nearby. I'd be extremely cautious about booking anything through TPA in these times of Covid."
15th June 2021,1,"""The whole ordeal was ridiculous""","Not Verified |  The TSA security check in was one of the worst and rudest I've ever been through. The only people security bothered to run through the wringer of special security checks are senior citizens and those needing assistance. I am on crutches and was told I should have been in a wheelchair because TSA did not provide chairs for someone like me to sit on to take their shoes off. I told them that I'd happily takes my shoes off if they could provide a chair. They didn't. Then after going through the xray they had to pat me down. Twice. And check for residue. Why the heck did I have to hobble through the xray without my crutches if I was going to get pat down anyway. Looking around as I was pat down, the ONLY people getting the special security treatment was senior citizens and persons like me. And on top of that they weren't even polite about it. Someone need to answer why those two groups are treated like this. I would understand it if they at least selected some random people or other demographic but for the 20 minutes it took me to go through security they did not once check anyone else and multiple times had people go through the regular walk through metal detector because the line was getting long. The whole ordeal was ridiculous. I rarely leave reviews so this is a whole level up of bad experiences."
1st April 2021,3,"""A smile and gentle reminder would have been far more effective""","✅ Trip Verified | Dear female TSA agent, gate A, 4/1/2021, 1.20pm who chose to shriek at me and berate me for forgetting I had an electronic in my purse. Top of her lungs - “Yeah! There’s an electronic in your bag - despite him saying over and over to remove your electronics you chose not to listen, now we had to take it out!”  Wow! A) The area was hugely crowded, overhead announcements etc - people may have a hearing impairment and cannot hear in that situation - even with hearing equipment. B) I’m traveling with a special needs Child - my attention is on him as much as possible helping him to navigate a crowded and confusing situation. C.) I’ve just experienced a tragic death in my family. D) I’m sorry I forgot. I’m human last time I checked. People fly, as you know, for all reasons. While I understand your need to educate - your tone, terrible attitude and general demeanor are a terrible reflection on TSA. Sorry you had a bad day. Leave that at the front door. I can promise you didn’t make mine any better. A smile and gentle reminder would have been far more effective."
10th March 2020,1,"""the rudest people I have ever encountered""",Not Verified |  The Delta employees at Tampa airport were the rudest people I have ever encountered. Throughout the entire experience trying to get to my plane was one rude person followed by another. I will never fly Delta again because of the Tampa employees. You should be ashamed and everyone should be warned not to travel with them.
30th January 2020,3,"""I've never encountered the level of rudeness""","Not Verified |  I've been in several dozen airports in the US, Europe, and Asia, and I've never encountered the level of rudeness in airport staff as I did in Tampa."
28th December 2019,1,"""What a disaster""",Not Verified |  What a disaster. Currently standing in customs line as we speak having been off the plane for an hour and still have a very long line ahead. Poor management with little staff to meet the heavy demand. Find this off putting and would make me chose an alternate Florida airport in the future. Even US nations mentioning how this is embarrassing.
3rd August 2019,10,"""I saw an outdoor smoking area""","✅ Trip Verified |  At TPA on 04/30/2019 waiting to fly back home to LGA. I love this airport. It is huge, clean and has so many food stores. Now I love it more for the following reasons. I was bored so I started walking toward gate 75 (Delta). I saw an outdoor smoking area. My goodness, it was about time as TPA had eliminated the big outside smoking area inside the airport (what is this world coming to). When I saw the people smoking there, I went inside."
6th April 2019,3,"""Terminal A restroom smells""",Not Verified | Terminal A restroom smells of urine. No hot water. Water fountains do not work. Carpet dirty. Got through security very quick at 0730. I do not use rental cars here anymore. It takes too much time and high prices. I use Lyft or rent off airport.
1st March 2019,9,"""very pleasant, modern and very clean""
","Not Verified |  Tampa is our home airport and even with the construction it’s still a very pleasant, modern and very clean. It’s very easy to navigate, my only complaint would be long term parking it’s a little confusing but overall we love TPA."
9th February 2019,1,"""security people are extremely rude""","The security people are extremely rude, mean and the threatening people is absolutely absurd. I will never use this airport again. This huge man threatened me several times because I wasn’t moving fast enough. Then when I put my briefcase on the rollers it slipped, then a woman threatened me, I didn’t do anything wrong at all! Then the big guy gets up in my face again and keeps yelling at me telling me he decides who comes and goes. There was no excuse for their behavior. "
14th December 2018,7,"""whole departure experience was dreadful""","Not Verified |  After waiting for several hours in Tampa Airport we were finally allowed to board. As I approached the ramp I realized I had lost my boarding pass. I spoke to a Spirit employee, I had spoken to him earlier in the evening so I know he recognized me. My wife told him I needed to board the flight. He said, ""I was going to be nice and help you, but you can go over go the ticket counter and get your boarding pass reissued."" I am a retired, disabled military member. I also have MS."" This whole departure experience was dreadful. This staff member made the evening that much worse."
3rd October 2018,5,"""too large for its own good""","Not Verified | I have to say I have been flying in and out of Tampa airport since the 80's and I understand that as it has grown in passenger volume, it has gotten too large for its own good. I will say that, what I call a Mall with shops and endless food options is fantastic. However the extremely high escalator is ridiculous and the distance you have to go with the tram and the speed at which it goes to the rental car location is way too far and too fast. I have anxiety and the speed is just waiting for a accident as it is way too jittery. And once you are their you have more to walk. I am not old but I did have major heart surgery but for elderly it is not passenger friendly to have to walk that much. This all makes me wonder about choosing a different airport or a different way to travel. I loved when the garage housed the rental cars. It was perfect. I would have kept the 1st and 2nd floor of the garage for car rentals and the top floors for passengers who kept their cars there. And why dont you have stars below for the Tram to the rental facility or the rental car experience."
14th June 2018,9,"""always ample TSA agents""","✅ Trip Verified | I always love flying to and from the Tampa Airport. From the drive into TPA, the airlines are cleverly color coded and then you are directed to either arrivals or departures. Then you simply have to look for the door with your airline. Once inside the main terminal, head to the appropriate ticket counter. If you have pre-checked in online, just take the air conditioned tram to your terminal (A–F). There you will go through security. There’s always ample TSA agents there to keep the crowd moving along securely and swiftly. Once through security, you are welcomed into a massive airy terminal. There’s plenty of food options from Cigar City Brewing (a popular craft beer producer in Tampa) to The Colombia Restaurant, a staple in Tampa since 1905 serving authentic Spanish fair. There’s plenty of workspace and outlets to charge up your devices. I flow the flow of this airport with plenty of signage. It’s almost impossible to get lost and everything is relatively closeby."
26th April 2018,6,"""a reasonably good, user-friendly airport""","✅ Trip Verified | Have always found Tampa to be a reasonably good, user-friendly airport. Overall it's still not bad but had a few red flags come up this time. Arrived in terminal E and used the men's washroom only to find the floor completely flooded (helps if you don't think too much about that). Fair enough, stuff happens. Except when we left a week later the same washroom still had a flooded floor. Seriously? Are there no plumbers in Tampa? Pretty disgusting. Check-in areas in the main terminal are starting to show their age. Trek to the car rental facility is a bit of an adventure. Up and down endless escalators plus a far from smooth train ride. Layout of the car rental area also seems to be an accident waiting to happen. Pedestrian walkways are not well defined and (in the case of Avis) cars were parked on the walkway back to the main building. Still gets a recommended grade but barely."
21st April 2018,1,"""conflicting passenger flows""","✅ Trip Verified |  Avoid this airport!! Passenger flow choke points, intersecting traffic, triple tram rides just to get to security check point, conflicting passenger flows, enter on fourth level, go down to second them back up to fourth. Three dimensional dysfunction! Time and frustration makes the chaos of Orlando much more appealing. "
15th April 2018,2,"""Suggest to fly into Orlando""","✅ Trip Verified |  Have been flying in and out of TPA for 15+ years. The experience was always a pleasant one. After landing, take the tram to the luggage area, get you bags, cross the street and pick up your rental car. The current set-up requires that after bag pick up - drag your luggage across the room, take an escalator up for 3 flights, drag your luggage to another tram,  ride a run away twisting bumping tram for at least 5 minutes to the car rental counters (at least 2 stops on the tram), drag your luggage to the rental counter, take the escalator down 2-3 flights, drag your luggage to another rental car counter to get the car keys, and finally drag your luggage to the car. This entire process took over 1:30 hours. My 1,000 mile flight from Newark to Tampa took 2:21 hours, my 5 mile track to the car rental took 1:30 hours. Suggest for future flights is to fly into Orlando and drive the 1 .5 hours from Orlando to Tampa"
4th April 2018,1,"""a total disaster in terms of customer service""","✅ Trip Verified | I have been traveling through this airport since the early 1980's. The airport was clearly well designed from the start with a central hub supporting multiple airsides via automated trams. The system worked and worked well for many years. After 911, the main long term parking terminal was closed and a remote long term parking garage was built away from the main terminal. It wasn't a great solution, but the shuttle buses ran quickly and delivered you right to the correct airside. Later, the original long term parking area was reopened with increased pricing. The new remote site was renamed ""economy parking"", though at $10 per day it was hardly economy. But that price was better than the $18 per day of the reopened long term garage. So, for many years I would park in the economy garage then ride the shuttle to the main terminal. From there I would check-in at curbside and take the tram over to my airside. Recently the airport has undergone major revisions which include a monorail system that joins the economy garage to the main terminal. Also, a new centralized car rental facility has been built which is next to the economy garage and also served by the monorail. The result is a total disaster in terms of customer service. I don't know who designed this mess, but I can tell they have no idea how to move people through an airport facility. First you must find parking in the economy garage, which isn't easy because the space inventory system is now broken. There used to be signs that would tell you how many spaces were on each floor. Apparently the new construction broke that system, so good luck finding a space. Next you have to take the elevator down to the first floor, even though the monorail is located on the 4th floor. Then, you drag your luggage to the middle of the garage road and jump on the moving floor system. Yes, they mounted the moving floor in the middle of the garage's shuttle roadway. Not on the sidewalk (where they have plenty of room), but right in the lowest part of the garage where surely the Florida rains will short circuit the machinery. The moving floor thing will slowly take you to the opposite side of the garage where a new elevator systems has been installed. Where next? No problem in deciding, there are only 2 floors to select. So now you go back up to the 4th floor to wait for the monorail. And wait, and wait. There appear to be only two trains and one was broken. Once on the train, prepare for a wild ride. First the train drops 4 floors and accelerates as it follows the access road to the main terminal. People and luggage fly about as the train dips and weaves at high speed. I'm sure injuries have already occurred due to this new system. As it approaches the main terminal, the train climbs quickly and stops abruptly at the station. If you've survived this far, you must now drag your luggage to the escalator for a trip down 3 floors. Now good luck finding your airline counter. If you're flying Southwest then you're in luck, it's the first one you find. Other airlines are scattered around and the signage isn't so good. Prepare for a lot of wandering around. Once you check-in, you now ride another escalator up and find that you are nowhere near your airside tram station. So, more walking to find the correct station and ride the tram over to your airside. In my case, the airside has been redesigned (which means less space and more expensive restaurants)."
10th March 2018,7,"""Much better before remodel""",✅ Trip Verified | Not enough places to eat. Much better before remodel. Lines are extremely long. Food and drinks expensive. $20 for a glass of house wine? This was in terminal C. Not sure what the other terminals are like. No complaints about the rest of the airport.
26th January 2018,6,"""it used to be a great experience""","✅ Trip Verified | I have been flying in and out of Tampa for years and it used to be a great experience. The checking in and screening process are better than at most airports I know. One of the features of the airport I always enjoyed, was the availability of good restaurants, both in the terminal, before screening, and at the gate area. Last year the airport started to ""remodel"" the terminal and all of these nice restaurants were gone. I figured they would be back after the construction was over, but not only are they still doing construction a year later, the nice restaurants are gone, even in the gate area, and all they now offer is Chinese and fast food. They destroyed the whole pre-boarding experience, especially since you have to come to the airport early for your flight. The only place you can get a decent meal now, is in the airport hotel Marriott restaurant."
11th April 2016,10,"""stress-free environment""","Best airport we have been to. Stress-free environment, easy to maneuver, people are friendly and helpful. Lots of seating, clean, quiet. Very smart of Tampa to put smoking areas after security checkpoints. Smokers can go through security early, find their gates and go for a smoke instead of waiting until the last minute to try and get through security. It also alleviates stress and irritable passengers if flights are delayed, etc. It is such a simple solution to create a win-win for smokers, non-smokers, and employees alike. It does not affect non-smokers at all, and instead creates a calmer environment. Good for you Tampa."
18th November 2015,7,"""clean and good variety of shops""","BA2166, Tampa International - London Gatwick, Monday 16 November. Been quite a few years since I last used this airport - no queues at BA check in and through security in 5 minutes. Clean and good variety of shops and eateries landside. Looked ok airside but did not shop as used the International Lounge for BA customers. This was a disappointment - comfortable seats but food selection dreadful - a few curled up sandwiches that were not replenished and a few crackers and pieces of cheese with dips. Poor choice of wine. Not acceptable, Tampa, but from what I read no different from other North American Lounges. Apart from the lounge will use Tampa again certainly better than Miami, Washington Dulles, Newark, Chicago etc."
10th October 2015,5,"""lack of any compassion""","Tampa International is a great airport and we have travel on a yearly basis from the UK. Now we have a small child we have noticed that there is a lack of any compassion when going through security to get to our gate. We were not offered a expedited queue even thought we had a lot of baggage and had a distressed child (2 years). There were three security lines two for those in economy and one for first class whilst we were waiting in line for nearly 20 minutes (not that bad I know but its different with children). Families need extra time to get all the food out ready and additionally my wife was chosen for an invasive pat down. The priority queue only saw a max of 8 passengers with staff looking around but noticing our frustrations. Hope this changes as we won't be back again unless Tampa is truly a family airport, it is not at current."
6th October 2015,8,"""well maintained and clean airport""",Well maintained and clean airport. Going thru security check and baggage claim is fast and easy. Signage is clear and easy to use. They have many in terminal rental cars companies. Restaurants are decent.
24th September 2015,10,"""a well designed airport""","Tampa Airport is a well designed airport. The circular design made it easy to pass through the TSA checks, and for an easy trip to the departure gates. After a month traveling through Reagan, Dulles, O'Hare, and MSP, it turned out to be a pleasant surprise. Well maintained, and signage was in abundance. The rental car areas were close, and well marked. A less stressfull airport environment."
20th March 2015,10,Tampa Airport customer review,I have flown in and out of TPA for the last 10 yrs. No questions it is a superb airport to travel through. I will continue to use it as my airport of choice with no problem. With respect to the gentleman in Feb 2015 who was looking for an easy way to pick up his wife use the car park they don't charge for the first hour!
24th February 2015,6,Tampa Airport customer review,The picking up of arriving passengers has severely degraded over the years. You'd think after years of inefficiency that they could come up with a solution. I didn't use to have to park or drive around in circles for five or ten minutes to pick up my wife. Lighting for driving in circles sucks for me also because of poor lighting for a senior and confusing outdated signs. Don't even get me started on airport security. I gave up flying years ago. Last time I went quite a while back I wore a t-shirt shorts (no belt) and sandals with no luggage or carry on and still had to endure the long lines and wait. Why does someone like that have to wait behind a women with a huge loaded purse and a carry on. Where's the express lane? I'd rather drive a car.
20th July 2014,9,Tampa Airport customer review,Not a large airport which is a good thing. Staff seem friendly and efficient. They were getting people through immigration pretty quickly although I was held for about 30-45 mins because of some problem with my fingerprints but I guess this doesn't always happen. Catch the shuttle to the terminal and the car rental offices are just a short walk away - we were soon heading south on I-275. Two things to note - not many shops airside and Club Lounge is not very big. Would thoroughly recommend as gateway airport.
18th June 2014,10,Tampa Airport customer review,After coming to the US some 30 or 40 times we decided to use Tampa as our start off point having tried Boston JFK Washington Philly and Atlanta. What a pleasant surprise the immigration staff were pleasant and even used my first name when asking how long we were staying. Being new to the airport we asked directions from the Customs staff and they were very helpful. The airport is not as overcrowded as most and works quickly and efficiently with limited waiting times. We will use Tampa as a gateway again.
