Date,Rating,Title,Review
Date of travel: February 2021,10,American Airlines...you should be ashamed of yourselves!,I cannot believe in this time of Covid 19 that you are flying at FULL capacity! I guess greed outweighs people's safety and peace of mind. It seems that you are trying to get all of $$$ you lost when this pandemic hit by just packing passengers in like sardines with no regard for social distancing at all! SHAME ON YOU! I WILL NEVER FLY AMERICAN AGAIN and will work hard to convince everyone else that I know to do the same. How dare you!
Date of travel: February 2021,10,"AA, you need to correct training for your employees","Customer Service -"" We changed you to the same day later flight Standby.""Ticket counter - ""I never heard about it. Pay another 230 or no ticket/flight""Customer Relation Call Back - insulting customer. Yelling. Where and what is the customer relation!!! End of phone call in the middle of talking. No solution.Do they have any training for their employees?AA, step up and train your employees correctly, otherwise, they will make your whole company rotten and all gone in no time."
Date of travel: February 2021,40,Good Airlines,Good Airlines will only fly American Delta United and southwest wish they had soft drinks or had a section like delta comfort
Date of travel: February 2021,10,"Profits first, People second","Kiosks we’re running at snail speed. Took me 40 minutes to print my boarding pass with four people in line before me. Flight was FULLY booked despite ever rising covid cases. At least 20 passengers w masks around their necks and no one instructing them to correct their selfish mask etiquette. Per usual, it’s profits first, people second. I highly recommend booking delta if you value your health, safety, and comfort."
Date of travel: December 2020,10,Sexual Harassment- AA does not care,"My fiancee and I were flying home for Christmas and our flight attendant had sexually harassed us the whole flight. He was making crude gestures with his hands (scissoring) and kept making jokes about my fiancee having sex with someone while I was deployed. He then proceeded to talk down the military and told my Fiancee, ""you look like a crayon eater, you a crayon eater?"". After we got home, I submitted a complaint. They replied with ""there is not enough evidence so we can't do anything"". I am appalled knowing that this was how they handle sexual harassment and harassment by their flight attendants in general."
Date of travel: February 2021,10,AA never fails to disappoint,Moved our flight time 4 hours earlier without notification the night before. Only reason we noticed is we checked in early online. Arrived early just to run into mechanical problems. We understand things happen but they never communicated to anyone what they were going to do. After waiting 4 hours and taking time to eat we decided to ask what the plan was. They told us they were rebooking everyone on United Airlines with a layover in Denver. No apology of any sort just here are a few food vouchers 20 min before we are set to board. They were only good the day of and only at that airport. Useless! American had become an airline that is comfortable with terrible service. We had others traveling with AA also and they had a very similar experience. The flight back was a little better only because of the flight attendant (Patrick Arendall was AWESOME and went above and beyond for everyone. He made up for the other staffs lack luster service) never again AA!
Date of travel: January 2021,20,Not Impressef,"For years AA was our go to airline. Last few flights we were disappointed. As we needed a direct flight, since I use a wheel chair and wearing a mask for an extended time is hard fir me as I have severe claustrophobia and vertigo, and AA had one we booked first class tickets. A few weeks before leaving got an email that our direct flight was changed now we had to make a stop. Had a mask on for two hours before flight and another four during - direct flights would have taken me home after four hours! Stewardess offered us drinks and either a cheese and fruit plate or a sandwich. The platter was served on a tray and looked appetizing . The sandwich was in a bag wrapped in plastic that wasn't even tight. Two pieces of bread - not a roll or baguette - a piece of turkey n cheese. Also a cookie wrapped the same way. As drinks were flowing the entire flight I think a regular meal, or at least a decent  sandwich on a tray, could have easily been served. Went through customs in Charlotte and sat in a crowded airport for two hours. By this time my claustrophobia was getting the best of me. Boarded flight and we were shocked to see plane was packed - all seats taken  Again drinks were flowing but not even a peanut was offered. When we landed stewardess announced that everyone should stay seated until the row in front of you was out. No one listened and everyone was on top of each other trying to get off plane. No other announcement was made. Had the mask on for almost 10 hours. Would we fly AA again? Probably not."
Date of travel: February 2021,10,"Worst AA - Booked Business Class, their system automatically rebooked by flight in economy on the same flight. no refund","When saving up enough cash for a nice experience all year. Ends in American Airlines Stealing my hard earned money. Every single American Airlines representative i talked to 5 in total said to call another department to fix the issue. pass the issue rather than follow the issue to completionI ended up paying for the entire ticket. Shame on American Airlines. Fly Delta, United or Virgin. As an American citizen, I am ashamed that the Airline Airlines carries our Flag and our name.  You cant steal from us, it's not right."
Date of travel: February 2021,10,Horrible customer service.,"Canceled a flight and only offered upgrade seats at my expense, for the following day, or a flight to a different city (can’t see how that is at all helpful). When I spoke to ticketing agent I was told that was not their problem, do I want the tickets or not. Took it to customer relations and was told too bad. In addition to the original cost of the tickets, their cancellation cost me an additional $540.00. Would never fly American again."
Date of travel: February 2021,10,Refused my Emotional Support Animal - Stranded in another state,"We flew American from Phoenix to Mobile, Alabama. My dog is a registered emotional support animal, but we had to register him as a pet and pay for him to fly due to American's policy. The Phoenix airport measured his kennel and watched him turn around in the kennel and said it was fine for their regulations. Then, on the way back, Rebecca (supervisor) at the Mobile airport refused to let my ESA on the plane due to kennel size, saying it was too small for him, even though it was approved in Phoenix. I NEED him to fly. The supervisor was rude and unsympathetic. We had to return, so I had to leave my ESA in Alabama, on the other side of the country, and pay for his care there. Now I have to figure out how to get him back to Phoenix at my own expense. Either way, my dog should've never been allowed onto a flight and then not allowed on the return flight. One of the employees was wrong, either way. Customer service agents refused to do anything."
Date of travel: February 2021,10,Worst customer service and flight compensation,"Canceled my flight and left me stranded for two days with no offer to compensate. Didn’t care at all and said they had to help other customers first who had purchased flights, even though I had purchased my flight a month prior with insurance."
Date of travel: February 2021,10,Will never book AA again,Will never book a flight through American Airlines ever again. Booked our flight and both times they changed my husbands seat on both flights even though we had payed almost $40 per seat per flight to secure our seats.
Date of travel: February 2021,20,The worst damn airline operating the worst flying artifacts.,"This airplane had an airplane operating without proper inner pressurization, my ears were about to explode cause of it all the time. They left the heat running excessively, no AC nicely blowing, the plane layout was more for gnomes not people. This company Management should revise their investment and operate something to mitigate people's suffering. They should be banned to be in service."
Date of travel: February 2021,10,Worse experience and stuck losing more money,"Never fly American Airlines again. Their customer service sucks. Stuck in AZ until Thursday, lied to by their employees while at the airport multiple times. Told my flight was rebooked to another day, it wasn’t. The new flight canceled again. Not being reimbursed any hotel fees or anything. Missing work now the rest of the week. Biggest money loss and lying company ever."
Date of travel: February 2021,10,Bait and Switch,"It's probably normal for airlines to cancel flights and put passengers on alternative flights, I don't expect these things aren't for good reason. However! When booking flights we always book early flights outbound and later flights for the return trip. Doing it this way always costs us more money but we have more vacation time in the end so it's worth it to us. This time AA changed outbound and inbound flights, which tickets have less value, however they have decided not to reimburse for the difference or offer a credit. They sold us more expensive tickets and have unethically decided to give us the cheaper tickets is what it boils down to. We understand our travel time increases by 5 hours and vacation time actually is nearly a day shorter, but I don't understand why we aren't credited for this when we paid more to have those times. ...back to Delta or SW for us!"
Date of travel: February 2021,10,Don't book them!,"worst service, worst employees from costumer service to flight attendants, worst costumer service by phone, mail in person or how ever you can try!SIMPLY DONT BOOK THEM.always delay always canceling, always lying can't even organize the employees to lie in our face right. they'll tell you every excuse on the book and still not answer your question! or help you in any single way.they are definitely the worst and i flight a lot!! texas has one of the worst staff members!never in my life have i had so many issues with an airline. may god help you if you loose your loagagge. and also sometimes they seem to cancel on purpose so you got to pay out of your pocket after waiting for hours of delay for the closest hotel they recommend you!! they are awful!Also my rate is 0000000 but they make me tap a circle!"
Date of travel: February 2021,10,1 STAR,Delayed 7 times and horrible service during the 8 hours in the airport. We had to move ports 3 times. Which meant the train they have at DFW is FAST.I fell in to a random stranger twice while riding it while moving from Port to Port due to not knowing where which plane is going where.
Date of travel: February 2021,10,Better Off Walking,"The one thing I will credit American Airlines with is their ability to play games.  There's nothing quite like the expectation of a promise of delivery of you and your luggage to a destination, only to sit in an aircraft on the tarmac for the better part of two hours while they figure out that the aircraft, which was sitting at the airport for the entire day in winter weather, needed to be de-iced. While in flight, I asked a flight attendant about whether he could tell if the connection I was supposed to make would be held or not.  He shrugged and said I'd be better off checking the app online.  It was pretty clear that a two hour delay in departure ate up the 90 minutes I previously had for a layover, and 15 minutes before our arrival my connecting flight had already departed.  The gate attendants directed me and many of my fellow passengers to the growing line at customer service (which only had one person staffing it for quite some time).  Eventually, more American Airlines staff members began to ""help"" stranded customers.  My plight was not as bad as those pitiable families with children who clearly needed some good news.  I hope they got better than I did.  The news I received was that American's failure to figure out de-icing was not their fault, but God's, and that they had coded the delay as a weather delay.  Mind you, many other airlines managed to get their planes in the air.  Given that American Airlines has their own de-icing operation, it seems like an organization issue and lack of customer service.  All that said, I got the privilege of paying for a hotel room and 24 hours of waiting for the next flight.  As I sit in an airport with minimal heating, I'm hopeful that the snow storm raging outside the DFW airport windows will not delay them yet again.   Thanks for mostly getting me where I needed to go, American, sort of on the timeframe we'd agreed to.  Next time I'll fly Southwest."
Date of travel: February 2021,10,HORRIBLE!!!!!!!!,The lady was so rude that checked us in. She rolled her eyes .We had a family trip of 9 people. She sat us next to strangers  during Covid how smart. I am now sick. Very very rude and very unhelpful. I will never fly this Airline again . Our flight was 2/8/2021. If they are so worried about covid yet do nothing to protect people. The guy I was forced to sit next t o was clearly ill.
Date of travel: February 2021,10,Horrible,This was the worst flight I've ever experienced. The service and quality were subpar at best. I'll never fly with them again. The only way to get out of Portland was too get a delta flight and now fight with Alaska airlines to refund the insured tickets. Ridiculous
Date of travel: December 2020,40,Pretty good,We had a flight at 7 AM and there was no delay and the flight wasn’t too long. It was a pretty good experience
Date of travel: February 2021,10,Horrible experience!,"I usually don’t write reviews, but my experience was so terrible I had to say something. The check-in agent and her manager wrongfully denied me from flying (I'm an American studying in Canada and they falsely claimed international students weren't allowed in). They were extremely rude, unsympathetic, and dismissive; much more so than any other airline workers I’ve ever encountered. I have never experienced anything like this before! By the time I had a higher-up sort out the issue, it was too late to check in and they had to transfer me to a different flight. I lodged a complaint and so far have not heard back, but I hope they get a stern talking-to about this so that no other international students ever have to deal with this."
Date of travel: February 2021,10,Airline choice of disappointment,"A disaster from the start. Our first flight was delayed an hour without any reason given (the attendant at the counter commented as we checked our bags that they might not even fly us for an entire day (as if this were a joke)) the attendant messed up the flight chart and spent an extra 20 minutes doing role call in search of a missing person who was actually seated 4 aisle down. In Dallas things got even worse. Since our flight was extremely delayed the connection reportedly held the flight for 10 extra minutes for us (although they were departing earlier than scheduled anyway) and as all 26 passengers who were delayed for American Airlines reasons were denied entry and were forced to wait outside of the gate and watch the plane sit on the tarmac for half an hour before departure. American personnel offered no help and without a connection, sent us a voucher for a hotel near the airport. We arrive on day 2 at Dallas airport early and quickly pass through TSA and arrive at our gate early. Come time for boarding we are delayed again and again abecause our flight attendant is “missing”. Our flight has yet to leave, and American personal has assured us three times that they have no idea where this person is, or when they will arrive and they aren’t doing anything to replace her absence. I’m done with this airline company. I should have saved my money and stayed home because I spent my vacation weekend in the Dallas airports TGIF restaurant."
Date of travel: February 2021,10,Horrible all around,"Flight 6062 on Feb 12. Long delay on the ground after we boarded on what’s already a stuffed, tiny plane with people coughing and almost zero concern for coronavirus. The heat was turned all the way up (despite several requests to cool it down). It took 40 minutes AFTER scheduled takeoff time for anyone to mic up and tell us what the problem was (overweight) and then it took another 45 minutes to defuel the plane. I usually fly Delta and it is 100% better than this crap show."
Date of travel: February 2021,10,AA deserves the bankruptcy,"Dirty plane, visible build up of scum on and around the seats. We sat on our packed flight with no updates for over 3 hours parked in terminal because of mechanical problems. Attendants were condescending, disrespectful, and unhelpful when confronted with basic questions by the passengers. Then they gave everyone free snacks (as if that makes up for it) so the full plane could take their masks off to eat at the same time during a pandemic. It’s not humane to treat people like cattle, that’s what this experience get like. I also never received a refund for the WiFi I paid for, for a flight that didn’t take off. Very disappointed, will likely never fly AA again and will spread the word about my experiences to my family and friends"
Date of travel: August 2020,40,"Mid-morning flight from Phoenix, Arizona to Los Angeles, California","I was bumped up to first class so I did not get to experience much of the boarding process or get a look at the main cabin. The seats, of course, were comfortable with plenty of leg room. There was no entertainment provided except for the airline's app on your own device. There was no food or drink service. The flight was about 90 minutes and arrived on time. COVID-19: The crew wore masks and all passengers were expected to wear masks throughout the entire flight."
Date of travel: February 2021,10,COVID-19 Unsafe,"I’ve flown other airlines during the pandemic but this is my first on American. I experienced lack of effort to limit numbers on the aircraft. I feel like they could limit it a little. But the flight was almost completely full. There were no wipes passed out while we boarded or other safety gestures. The worst of all, passengers with masks below their noses were not told by attendants to pull up their masks. I witnessed that I wasn’t the only passenger to attempt to draw an attendant’s attention to this issue. However, we were literally waved off by the attendant and told she was getting to it. Finally another attendant “got to it,” after we had been sitting by this couple for over 20 minutes on the tarmac. She never checked back to see if they were compliant, which they were not. Irresponsible amd lazy come to mind. If there’s one useful thing they could do, it would be to enforce something so simple. Shall I do that as a customer? That’s really not cool."
Date of travel: August 2020,40,"Early morning flight from Las Vegas, Nevada to Phoenix, Arizona","I was bumped up to first class so I was deprived of observing the boarding process and experiencing the main cabin. Of course, the seats were comfortable and there was plenty of legroom. There was no entertainment provided except the airline's app on your own device. There was no food or drink service. The 1 hour flight arrived on time. COVID-19: The crew wore masks and all passengers were expected to wear masks throughout the flight."
Date of travel: February 2021,10,RUDE flight attendant,"The flight attendant was disappointedly rude. My husband was looking for another mask in his bag because the one he had on was falling down. He never refused to wear one. The flight attendant stood over him while he was looking for another one telling him he would be removed from the plane & put on the no fly list in a tone that made everyone around us feel like the flight attendant was looking forward a fight. Aren’t these attendants supposed to be in customer service? They obviously need training in how to be nice & civil. American Airlines should be absolutely ashamed they let their employees treat customers, who pay high fees their services, to act in such a disrespectful manner. These people are drunk are on their new found power & it’s disgusting. Never again will we fly AA."
Date of travel: February 2021,10,Flight delay,Because my flight was delayed 2 1/2 hours I missed my return flight home and no one would help me get a returning flight because I had booked it with another airline so I ended up paying 570 to get home all American Airlines fault do not ever want to fly again because of how I was treated
Date of travel: February 2021,10,I will never fly with American airlines again.,Flight delayed nearly 5 hours. Due to snow but there is no snow. No explanation. No lunch or snacks or anything offered. No apology.Never again.
Date of travel: February 2021,10,Extremely rude customer service.,"This lady rudely explained to me that neck garters are no longer acceptable in place of face mask. I have been flying weekly since December. This is the first time I chose to fly American instead of Delta. She said they changed the policy 2 days ago. I will NEVER fly with American Airlines, again!!!"
Date of travel: February 2021,10,Delays and poor service guaranteed,"I’ve been traveling for years, AA is by far the worst. Since this site makes me type 100 characters, here."
Date of travel: February 2021,10,Horrible service,Will not ever recommend to fly American Airlines.... you want to talk about people who waste time and cause you to miss your flight well your looking at the right airline. I will never recommend this airline or will not ever fly with them again.  After the lady checking in our bags decide to help us there was still time to check our bags in after waiting in a line (we were the only people in line) for 25-30 mins were told that we missed our flight check in by 3 minutes but we wouldn’t of missed it if the lady at the counter would of done her job. After all of this I asked to speak with a manager and low and behold no manager could be found even over radio.. so we haven’t gotten to talk to anyone we just missed our flight and stuck in the airport due to pure laziness of American employees.
Date of travel: February 2021,50,Careing flight attendents,"American Airlines flight 4763 from Charlotte to Hartford, February 9, 2021. The flight attendants on this trip were AMAZING! The young lady in front of us was NOT a happy camper and from just after takeoff began to have panic / anxiety attacks. The rear area attendant spotted her distress and started to try and calm her and assist her. There were soothing words, offers of encouragement, cool compresses and eventually an ice bag. There were also calls to the flight deck that seemed to alter the altitude off the plane and condition of the cabin air (pressure and or oxygen). A second attendant also appeared and offered assistance. Eventually the first attendant sat in the seat next to the distressed passenger for most of the flight. The other flight crew covered for her and none of the other passengers were neglected. My thanks to the entire crew of AA4763. Job well done!"
Date of travel: August 2020,30,"Morning flight from Dallas/Fort Worth, Texas to Las Vegas, Nevada","The boarding process went well. Passengers were offered as snack pack upon boarding the aircraft. There was no other food or drink service during the flight. Seating was 6 across in main cabin with comfortable seats and adequate leg room for my 6' 2"" frame. There were entertainment consoles in the seat backs as well as the availability of the airline's app on your own device. Departure was delayed due to a mechanical problem with the aircraft and arrival was about 20 minutes late. COVID-19: The crew was masked and passengers were expected to remain masked throughout the flight."
Date of travel: February 2021,10,Unsafe - COVID Regulations Ignored,"If you don't want to wear a mask on an airplane this is the airline for you. Watched a passenger go without his mask after being reminded twice before takeoff. It was ignored by the flight attendants who collected trash. When I confronted the flight attendants at landing they made it seem like a non-issue. I will not fly again with American Airlines after this experience. If they ignore this, what else do they ignore when it comes to your safety?"
Date of travel: February 2021,10,Extremely rude Ticket agent in charlotte,Older african american in her 50s or 60s at ticket agent “helping” with checked bags was apparently having a bad day or just hates her job. Was very polite to her and greeted her and asked if she wouldnt mind helping me please put my sticker on my checked bag bc I always put it on wrong. She bluntly replies “yeah i actually do have a problem with that” so i put them on myself and she throws my bag onto the belt as obnoxiously as possible. Yeah we get it cause of covid you dont want to touch my sticker but your literally about to touch my bag. Rest of the trip was great but first impression with this ignorant person was a joke
Date of travel: February 2021,30,Frequent flyer,"I am an AA advantage but, they made me board 8 I received zero points for the trip which started in Cincinnati Ohio round trip to Punta Cana. They checked bag at terminal on way home. I was searched at every point. I have my Global Entry card and pre check approval.  Twould airports allowed my gifts 3rd took it"
Date of travel: February 2021,10,Why do we have flight attendance,This lil power they have aquired with these mask mandates has gone too far without food or beverage service what purpose do they serve. I fly once a month which isnt much but this is a constant on every flight. Haven't seen an instance yet that wasn't resolved or helped by fellow passengers in regards to seat issues.  Save money and get rid of the most unpleasant part of the flight.
Date of travel: August 2020,40,"Late morning flight from Dallas/Fort Worth, Texas to Colorado Springs, CO","The boarding process went well. The seating in the main cabin was 6 across with comfortable seats and adequate leg room for my 6' 2"" frame. There was no entertainment provided except for the airline's app on your own device. There was no food or drink service. The 2 hour flight arrived on time. COVID-19: The crew was masked and passengers were expected to remain masked during the entire flight."
Date of travel: August 2020,30,"Early flight from Baton Rouge, Louisiana to Dallas/Fort Worth, Texas","The airline did not announce the departure gate until about 10 minutes prior to departure. Fortunately, the airport is relatively small. Once we knew the gate, the boarding process went well. The flight had 4 across seating with comfortable seats and adequate legroom for my 6' 2"" frame. There was no entertainment on the flight except for the airline's app on your own device. There was no food or drink service. This approximately 90 minute flight arrived on time. COVID-19: The crew wore masks and passengers were expected to wear masks during the entire flight."
Date of travel: February 2021,20,Horrible customer service,My husband and I were flying to Michigan to attend his grandfathers funeral. Our flight from Amarillo was delayed a few minutes but we arrived in DFW and hauled butt to our connection. We arrived at the gate at 2:35 and the scheduled take off was 2:45 and I know the cut off is 10 minutes prior to departure to close the door. Well we were there and nobody was at the gate so we missed our flight and had a 6 hour layover. I called customer service and the guy was rude and uncaring. Fast forward those 6 hours we are ready to board the next flight when the gate agent announced we are delayed because the flight attendant is late! Ok hold the plane for them but not your paying customers. Geez get it together American!
Date of travel: January 2021,10,Mad,They moved my daughter dad to a nother seat and he was in the right spot and we were going as a family .
Date of travel: February 2021,10,Packed plane and delayed as usual- after we were on the plane,Not one open seat on the plane!! So much for social distancing at the airport to then sit and inch from the stranger next to me for several hours.Plane got to the runway then turned around and went back due to a passenger issue?? Two people just walked off and one person got on. The pilot left the cabin for over half and hour.!!It’s always something.
Date of travel: February 2021,10,I'll never fly American again,"I have not traveled this flight yet, so I may update. I booked this through Capital One travel, another one I'll never use again. I added up the time it has taken me, phone time only, to book this. Total 9 1/2 hours over 3 1/2 days to get things resolved. The first issue was getting money I'd paid for a trip to Germany applied to this new itinerary. At first Cap One told me I couldn't use that credit for Hawaii. The TVC to Portland part was fine, but at $800.00 for first class for that, they wanted me to ""donate"" the remaining $1200.00 to AA. After that 3 hour call, I had my flights booked, so I thought. I called the next day to get my seats selected, and they said there was a problem that the flights had not been ticketed and didn't exist. Another 3 1/2 hours ON PHONE to get that resolved. I called AA the next day to get my dog booked, and the AA rep asked how I was getting to Hawaii. I stared at my confirmation, but she said the Hawaiian leg of my trip had been cancelled. NO NOTIFICATION. No text, email, phone call. I called Cap one to rant. I told them to just cancel my Hawaiian leg and keep the return flights, but AA wouldn't allow that. The only itinerary they had for me, in order to make my dates booked, was a flight from PDX to Phoenix that arrived at 9:49 with the next flight departing at 10:20. What are the chances I'll make THAT connection, do you think? AND, it doesn't even get me to Kauai, only Honolulu, and I was told I'd have to book my own flight to Kauai. I am wrung out after 9 1/2 hours trying to deal with these greedy, inflexible, irresponsible companies. I usually fly Delta and I'll stick with them. Cap One Travel and AA are the worst booking experiences I've ever had.   I know... rich peoples' problems... but some of us still want to go some places before we die. I've had my two shots and am ready to meet with family, I'm optimistic now, but that's 9 1/2 hours I'll never get back."
Date of travel: February 2021,10,Pay a little more or take longer trips to avoid this carrier,"I quit flying American in 2012 - 2013 after getting stuck on the tarmac at DFW for 3 hours, in the middle of the summer, in TEXAS, because they didn’t put enough fuel in the plane! Well flying for work I needed to go to DFW and it being a major American hub I thought what the heck let’s give them another chance. Booking travel for work I have to use a 3rd party site and somehow (this has never happened before and I fly weekly) my rental car got booked but my flight didn’t. When I finally received an email from them that they cancelled my flight, my fare had gone up $120! On top of that we board the completely packed plane for an on time departure just to get delayed for another 45 mins, for “paperwork” wth? Makes no sense. Sitting on a plane in those cramped seats for an additional 3/4 hour for them to do paperwork? In future I will pay a higher fare or take a longer route to avoid this airline."
Date of travel: December 2020,20,Flight cancellations and rescheduling,"I booked a flight from St. Kitts to Tucson, Arizona back in December of 2020.  The flight was cancelled several times without notification.  The only reason I found out was because I was monitoring the flight on my app.  When I called to reschedule, I was told different information by each representative I spoke to.  After the flight was cancelled twice, I was no longer able to sit in first class because it was sold out.  I was told that I couldn't get a refund on that portion of my ticket and that I had to obtain a voucher for future flights.  I was so frustrated at this point that I didn't want to be forced to purchase another ticket through American Airlines in order to not lose the difference in my ticket.  I asked to speak with a supervisor.  I was upset but I was not yelling or calling the representatives names.  The supervisor I spoke with told me I had to take the voucher and when I said this was the worst customer service I have ever had, she told me I was being rude and didn't have the right to speak to her that way.  I filed a complaint with the BBB and got a call back from another supervisor.  This supervisor was very understanding and agreed that it wasn't unreasonable to request my money back because I wasn't the one who initiated the change.  He followed up with me and took responsibility for the issues I had communicating with American Airlines.  The only reason I gave them 2 stars was because the last supervisor I spoke to had excellent customer service skills."
Date of travel: March 2020,10,useless voucher and lost money,"what a disgrace, flights cancelled last year due to covid. was forced to take a voucher, can't use the vouchers on baggage or seats and they won't let me use the remainder. now set to expire and won't let me use over $300 in vouchers. Terrible service & rude agents.  Beyond furious"
Date of travel: August 2020,40,"Late morning flight from Charlotte, North Carolina to Myrtle Beach, South Carolina","The boarding process went well. Each passenger was offered a sanitary wipe upon boarding. The seating was 4 across in the main cabin with comfortable seats and adequate legroom for my 6'2"" frame. There was no entertainment provided except for the airline's app on your own device. There was no food or drink service. The flight was about 1 hour and arrived on time. COVID-19: Crew members wore masks and passengers were expected to do the same."
Date of travel: February 2021,10,I was lied to about a refund and given a useless voucher!!,"I will never fly with American Airlines after my return flight home! I asked for a small refund of $92.50 as I was told would be refunded by the crew at PWM for the flight cancelation because the ticket should not have been sold to me since they knew that this flight was highly unlikely to go out on February 1st! Maybe if the CEO's sopped pocketing the money they received from their bailout and stopped layoffs, their relations would be better with the public!February  7, 2021Hello Ms. Tucker:Thank you for taking the time to write to Customer Relations. I apologize for the confusion caused by our rebooking and appreciate your continued patience with us. As the initial charge of $92.50 was appropriately collected for the voluntary change, it would not be considered for a refund if we had to rebook you on the original flights due to a flight delay or cancelation. Still, I certainly understand how frustrating this whole experience has been for you. As gesture of goodwill, I've made arrangements for a $92.50 eVoucher (via a separate email) for you. The voucher will be valid through February 7, 2022 and can be used toward the purchase of flights for yourself or others. I know this won't change what happened but I do hope it will be a mutual resolution we can come to. Thanks again for reaching out to us, Ms. Tucker. Although travel plans didn't go as planned, I do hope you have a great trip!Sincerely,Carlos SanchezCustomer RelationsAmerican AirlinesAA Ref#1-29583030629All of this after I was exposed many times at CLT to people not social distancing and not wearing masks, Then on the Jet bridge at CLT and RDU their was no AA attendant making sure people were 6 feet apart. The agents at CLT acted as if myself and a few other people were putting them out of the scope of their jobs when we asked why they were allowing so many people to through at one time. Clearly you could see that their were way too many people on the Jet bridge. LESSON LEARNED!! DELTA WILL GET MY EXTRA MONEY FROM NOW ON!!"
Date of travel: February 2021,10,All time worst flight attendant experience!!!,"After my husband used the bathroom to blow his nose, a flight attendant, who was seated directly behind us (Krystal), used the intercom to announce, in a admonishing, condescending manner, that ""If you use our bathroom on this flight, clean up after yourself, this is not your home, do not pee on the toilet, and if you do, clean up after yourself.  Be respectful to other passengers on this plane.""   After she ended her announcement, Krystal proceeded to tap my husband on the shoulder and tell him to go clean the mess he made in the bathroom.  My husband told her (Krystal) that he did not relieve himself in the bathroom, but used it to blow his nose.  My husband, not wanting to bring more attention to himself, me and my son, told Krystal,  ""fine, I will clean up some other person's piss"" and he proceeded to clean the toilet.  After my husband returned to his seat from cleaning the toilet, the second flight attendant told my husband, that she told ""Krystal"" that it was not my husband, and after a few minutes, Krystal, apologized to my husband and offered to buy him a drink.  My family and I were humiliated by Krystal.  We have never flown American Airlines before, and after this experience, I will make sure that I never do again.   When I made a complaint, I was told it would be handled internally.   I am beyond disgusted with the way we were treated on this flight!!!"
Date of travel: February 2021,30,So So,Over crowded flights not enough moving space definitely breeding grounds for covid being so crammed full but other then that It got me there.
Date of travel: August 2020,30,"Early flight from Providence, Rhode Island to Charlotte, North Carolina",The boarding process went well. The seating in main cabin was 6 across with comfortable seats and adequate legroom. There was no entertainment provided except for the airline magazine and their app on your own device. There was no food or drink service for this 2 hour flight which arrived on time. COVID-19: The flight attendants were not very good about enforcing the mask policy.
Date of travel: February 2021,10,American Airlines just lied to me about Refund,"I booked a First Class ticket.  AA changed departure time and now I can't travel because flight arrives too late.  AA Reservation Agent said I would get full refund to credit card.  Now AA is only giving flight credit.  I complained and they won't do anything because they claim flight schedule change was less than 4 hours.  I'm a Platinum, and previously an Ex Platinum with AA for years.  I just booked Delta First Class."
Date of travel: February 2021,10,"Force to wear an American Airline ""approved"" mask since they want to ban neck gaiters","I was forced to wear an American Airline approved mask since my neck gaiter was deemed ""unacceptable"" at the gate. I emailed corporate and of course received back the standard canned response so I will take it to the people of the nation now. American Airlines THERE IS ABSOLUTELY NO proof that a surgical mask which says right on the box ""does not protect against corona virus"" is any more effective than a neck gaiter. I will NOT be flying your service even after we have returned to ""normalcy"" which at this rate will be in 2025 or after. You have lost a passenger for life and I will be sure to voice my opinion on social media and if I can cost you even one or two ticket sales----then my goal is accomplished. Also since you didn't address my concern of why you are making such demands when O'hare airport has the following sign up that I am including? Basically the sign says that ALL masks are satisfactory. If its REALLY a ""federal law"" which is what I was told by American Airlines then I would think that O'hare would be complying? So someone is lying? Is it you American Airlines or O'hare?  You corporations need to realize that you need ME more than I need your airline. You will be made an example of. You have a terrific day now!!!"
Date of travel: March 2020,10,Poor customer service,I had a ticket and was not able to travel due to COVID. I was moving and ended up driving. I called to refund and was even willing to transfer to someone else since I couldn't use it and I was told I had to travel by 12 2021 or I would lose my money nothing they could or would do. If it were my fault I'd understand but we were all told not to travel by plane it due to covid if possible so I take the advice and. Now I. Out 300. Definitely not caring about customers. I called and emailed over and over now almost a year later still no response until I called again today and they aren't willing to help in any way literally said I have to.make a trip or lose my money.
Date of travel: February 2021,10,Awful customer service,"Flight got delayed by 20-40 minutes at least 8 minutes times and when I go to see what's going on they barley acknowledge me, them ask me to measure my bag...again, even after I explain that this is the second half of a connecting flight. Also this company is tanking fast. No food or drink on flights, constantly delayed because they can't pay mechanics. Flight delayed because it hasn't left the other airport and no inclament weather. That means they do not have the man power or recources, to get you to your paid for destination on time. Keeping that in mind, they did find time to Hassel me about wearing a bandana over my mask several times and even told me not to argue with them when I simply asked why security let me through as is. They will play you repeated then try n make you pay. Sad to say but unless they get billions of dollars from taxpayers again in a bail out, this company won't last til 2030. Val is the supervisor from DC. American airlines who asked me to check the size of my bag when I asked if the flight was going to be delayed, didn't even answer my question, just instructed her worker to check the size of my bag. The bag were not even going into overhead bins, it was a small plane so they all had to b checked, she was just being rude. Also when I asked her name she got all defensive and started saying things under her breath to her co workers. When I asked what she said because she was literally directly behind me when she said it, her reply was, I was just telling him I don't mind  giving my name.....ok,why you have to say it under your breath. This ""customer service"" and piss-poor corporate management is why your company is going under.CHECK RECENT REVIEWS FOR AMERICAN AIRLINES, LOWEST RATED AROUND, RUN FAST."
