Date,Date,Rating,Title,Review
2021-08-30,2021-08-30,1.0,"""a pretty dire experience"""," |  Extortionate drop off charges. 0 to 5 minutes cost 5! A real rip off and sets the tone for the rest of your experience at the airport. Mayhem at security, underwhelming departure lounge, poor sign posting, and gating areas too small so passengers including families with small children are having to queue up the stairwell. Overall a pretty dire experience."
2021-08-30,2021-08-30,5.0,"""the mask mandate is not being enforced"""," |  Airport is fine and all but the mask mandate is not being enforced. So many people are sitting around, talking on the phone, sneezing and talking on the phone without their masks on."
2021-08-30,2021-08-30,1.0,"""Get it together Pearson, you are an embarrassment""","  | The priority lines don't work. A man entered the regular security line at the same time I entered the priority line. He was through security before I was. They only give one line to priority and 6 to regular screening. Get it together Pearson, you are an embarrassment."
2021-08-30,2021-08-30,1.0,"""The bags were sitting there for hours unattended"""," |  I strongly believe there are very serious security lapses at New York JFK Airport. On Friday 27 Aug we arrived at JFK from an International origin as transfer passengers enroute to Washington DCA Airport. Our luggage was tagged from origin all the way thru to DCA. The luggage was off loaded from the aircraft and placed on baggage claim while we waited in line 2 hours to re-enter border passport control where only 5-6 agents were processing over 500 passengers, the employees handling the crowd could barely speak English and were extremely rude and unprofessional. Some airport employee placed our baggage at a transfer kiosk and left it sitting there unattended. There was an airport employee standing at a door doing nothing so we asked her why our luggage was just sitting there so long and she said someone would be there so we waited up to 30 minutes. The bags were sitting there for hours unattended because nobody would come and handle our bags and put them in a secure staging area for our connecting flight. We tried asking why and employees would just turn their backs and ignore us. We decided to take matters into our own hands and recheck our baggage at Delta Airlines Ticket counter. We just walked away from there with our bags and nobody said anything so there was unaccounted for bags now. After taking a tram and going up and down stairs to 3 different terminals we found an employee that placed our bags onto the incoming baggage belt where we hoped it would find its way to Washington DCA. We then took more trams to a shuttle bus which took us to another terminal where we went thru an absolute chaotic security without any instruction people were yelling pushing and shoving running and our Delta flight gate changed 3 times and was 2 hours late departing. Delta was late on our first flight and lost our bags at JFK and we got them 2 days later overseas while on vacation. It is impossible to navigate JFK because there are no maps and simple instructions for foreign passengers, you must ask one of the extremely rude barely English speaking airport employees who cant explain the complexity of finding your next terminal. You will have to run everywhere because transfer is so difficult and time consuming and information is unavailable. This airport is also dirty, smelly and worn out old. I would be willing to pay much more money to avoid New York all together for my next International Flight but it is so hard any International flights in the central USA."
2021-08-30,2021-08-30,2.0,"""Horrible long walk to and from gates""",  | Horrible long walk to and from gates. Poor signage. No place to sit on the walk. Few places to get food. Not a good airport. On the positive side. I think some one on the board of directors heard the message that the walk to gates was bad. I think they are working to fix the problem. There is construction that looks to be a shorter way to the gates.
2021-08-30,2021-08-30,1.0,"""The staff are rude"""," |  This airport has the slowest, worst and inefficient airport security system Ive ever seen at any airport. The staff are rude, lecture you on hidden rules regarding what needs to go inside a tray or not. Twice Ive departed Manchester in a month, both times it took almost an hour to get through security, with most peoples bags being set aside for secondary inspection. The equipment they use is either broken, old or incorrectly setup. There were more bags on the secondary inspection belt than the main one. A trash airport experience, I understand security has to be high - but I fly all over the world regularly, and this airport security is the worst Ive ever encountered. Avoid if possible."
2021-08-30,2021-08-30,1.0,"""has become one of the most user unfriendly airports in the nation!""","  | Wow! By building a new terminal facility this airport has become one of the most user unfriendly airports in the nation! Distances are huge between check in, security and the terminal gates. Mobile walkways are few. No longer is this place worth flying out of. It's sad. This airport used to be great."
2021-08-30,2021-08-30,1.0,"""worst airport I have even been to"""," |  This one of the few, actually the only, airport i know of where you have to exit security to go from one terminal to another if you have a connecting flight. Not only do you have to exit security, but you have to walk outside the get from one terminal to another. The do have a bus, but be aware if you're in terminal 4 and take the bus to 3, 2, or 1, it will take well over 30 minutes to get there. The bus stops and waits at least 10 minutes at every short term, long term, and rental car lot that they have. If you're lucky enough to transfer in the same terminal, be aware that none of them have a restaurant or bar worth anything. Chili's is about the best you'll find if it's open. I'm 70 y.o. and have flown all my life in and out of the USA. This is the worst airport I have even been to."
2021-08-31,2021-08-31,2.0,"""Security was a nightmare""", |  We were trying to evacuate Hurricane Ida. We had a group of 40 people. We were finally able to get a bus to take us to Atlanta. With the long traffic we were on the bus for 14 hours with no sleep. Arrived 4am to the airport. Security was a nightmare. Not because it was backed up but mostly because it was very confusing. Especially on 20 hours with no sleep. The woman at the security area where we were putting our things on the conveyor was literally screaming at me. I was confused and tired as she continued to scream and belittle me. Had she just explained calmly I would have understood what she was saying. Once I got through my feet were filthy with dirt and crud all over the floor. I had 3 elderly people in our group in wheelchairs. 2 of them were helped to the gate by employees. We still had one with us. Getting on the Tram was tricky. The Tram throws you around so badly that we were trying to hold the chair and ourselves. A lady had her baby trying to get her in a stroller. The baby didn't want in the stroller so she was trying to hold her and the stroller as it was rolling around. I grabbed the stroller as she tried to hold on to the baby. We found our gate around 6 am. There are many restaurants in the airport but none of them open. Once a Dunkin Donuts opened the line was all the way down the corridor.
2021-09-01,2021-09-01,1.0,"""Horrible airport!""","  | Horrible airport! To embark huge lines, to disembark huge lines, a mess. The bag carousels are a joke. Shame, shame! Over 2 hours waiting for my luggage! What a shame to this country. Travel to USA, Europe, South America and this one is by far the worst!"
2021-09-01,2021-09-01,1.0,"""I witnessed zero enforcement of federal mask laws""", |  I witnessed zero enforcement of federal mask laws in this airport (August 2021). It's a cesspool of disease and rude people without masks. My 11 month old can't wear a mask. He relies on others to follow and enforce the rules and they failed him. Spend the extra few hundred dollars and have your layover at another airport in a region where they take public health seriously. You'll be glad you did.
2021-09-01,2021-09-01,3.0,"""Very bad experience"""," |  Rude airport staff. No consideration for passenger. No help when requested, no will to help. The agent at the TSA was not nice with my children and the agents were rude. They made us wait so long for an insignificant matter that we missed our flight. Very bad experience."
2021-09-03,2021-09-03,2.0,"""most restaurants closed"""," |  Very limited in dining choices - most restaurants closed. Went to different terminals and only choices are Mexican food or sandwiches. Sat for 15 minutes in one restaurant and finally left since no one even came over. Bought a sandwich and then nowhere to sit and eat . Kept delaying my flight and since the seats are limited unless you want to sit right next to someone, I have been standing for hours while they continually delay the flight. Only outlets are on a counter which has been in use at all times."
2021-09-03,2021-09-03,1.0,"""Barbaric treatment!"""," |  The worst experience of my life in T2! Arriving to my home country and city after a slightly delayed flight from Malta - first holiday in over 2 years to stand in a 2000 people deep, super spreader event queue for passport/border force control for almost 3 hours! There were only 4 passport control officers on duty! Herded like cattle, with no opportunity to social distance on a hot August day, sun beaming through large windows with no access to toilet or even water! So say customer service staff useless - how were they socially distancing the at least 5/6 flight loads of passengers? All mixing from our green to amber destinations - incredible! Barbaric treatment! Even though Manchester is my home town I cannot see my family and I travelling through this airport again!"
2021-09-03,2021-09-03,2.0,"""most restaurants closed"""," |  Very limited in dining choices - most restaurants closed. Went to different terminals and only choices are Mexican food or sandwiches. Sat for 15 minutes in one restaurant and finally left since no one even came over. Bought a sandwich and then nowhere to sit and eat . Kept delaying my flight and since the seats are limited unless you want to sit right next to someone, I have been standing for hours while they continually delay the flight. Only outlets are on a counter which has been in use at all times."
2021-09-04,2021-09-04,1.0,"""this is the worst airport I can think of""","  | Wow. Where to start. I have over 4 million lifetime miles. Ive traveled to 40 countries. Aside from perhaps the Berlin airport, this is the worst airport I can think of. For starters, the signage is a complete wreck. Departure gate info is so hard to see from the car rental return that I missed it not once, but twice, wandering around. Next, they have about 25 state-of-the-art check-in lines which are usually at half capacity or less. But the real kicker is that the TSA precheck line is at the very end of the line and is the old push your bags along the steel table throwback from 20 years ago. If that isnt bad enough, they allow anyone (precheck or not) through this line. So the precheck line is always the longest, because there is only one, it isnt automated, and you always have 5 people ahead of you stripping off all their clothes because they got in the wrong line and the airport is too cowardly to redirect them to one of the 12 open lanes they should be in! Complete lack of supervisory control. Then, when you get to the terminal, there is seriously almost no places to eat or shop. I dont know how to explain it. All that space and its just so poorly managed. Also its sterile. No character (unless you want to count a few hastily drawn murals in the basement). Ok. So I haven't even gotten to the worst of it. Here we go. The walk to B gate is unbearable. 20-25 minutes and I am not joking. And most of it is in the basement. Not a pleasant walk. But then when you get to your terminal and its time to board, they literally ignore all priority seating benefits and let everyone rush the podium at the same time. Then they lead you down a very long ramp to the tarmac. Then you are headed into a little tin shed that is not even weatherized. If it rains you get wet. If it snows, there is snow everywhere. Then you have to board a bus (Im not kidding) and wait there while they cram you in. Then you drive alongside the runway for quite a distance. A plane was taking off next to us and we were literally choking on Exhaust fumes. Then finally we get to our plane and basically free-for-all boarding. This airport is a $4 billion tragedy."
2021-09-04,2021-09-04,10.0,"""TSA was super friendly and quick"""," |  TSA was super friendly and quick. I lost my Apple Watch during security check, my own fault. I panicked and TSA helped me and looked with me for my watch. They gave me an number to contact them and and fill out forms online. I got a call back the same day and they told me the great news that they found my Apple watch! I am super happy with their quick response and customer service!"
2021-09-06,2021-09-06,4.0,"""there is just no reason to blast the concourse with loud, undesirable sound""","  | For some reason, the airport has elected to play silly TV shows that no one is watching playing on a few screens at an incredibly loud level, like in a movie theater. Quiet is preferable and there is just no reason to blast the concourse with loud, undesirable sound that otherwise causes one to reach for earplugs or noise reduction headsets. Perhaps if the same loud obnoxious noise was pumped into the airport management offices there would be a change. There is no purpose to this noise pollution. Stop the insanity."
2021-09-07,2021-09-07,1.0,"""65+ minutes for your bags"""," |  I have never traveled through an airport that is so disorganized. If you want to wait 65+ minutes for your bags, this is the place. Workers must be playing tic tac toe on your bags while they make you wait."
2021-09-07,2021-09-07,1.0,"""A bad experience and I will not be going back""", |  Terrible airport. Made me go through TSA lines twice and charged me an extra $30 to check a bag all because they did not like the fact that I had a souvenir inside of my bag. A bad experience and I will not be going back.
2021-09-09,2021-09-09,2.0,"""The airport is a joke!"""," |  First, the positives: its nice and new, clean and spacious. The employees pushing our wheelchairs were very nice, pleasant, and strong as one person pushed two of us at once! Kudos to them! But those are the only things I can think of. The negatives: way too big and impossible for anyone in their 70s or 80s to walk! I dont know who planned this airport without any type of tram system to get one to their gate. It is literally a mile or more walk! Baggage claim is nowhere near the gates. Not enough places to get food. We have family in Utah, but this may be our last flight there. The airport is a joke!"
2021-09-10,2021-09-10,5.0,"""the immigration officers weren't interacting very pleasantly with incoming visitors""","  | This airport is quite...the experience. Upon arrival from the US, using the passport scanning machine was a breeze. Waiting in line to speak with an immigration officer was not, in true Canadian fashion, the immigration officers weren't interacting very pleasantly with incoming visitors (the worst I've encountered in about 20 countries). Even though I had proof of a negative PCR test result and proof of full vaccination, I was still ordered to undergo a PCR test in the airport, as a random selectee (pursuant to Canada's Quarantine Act). The on-site personnel who registered patients and administered the tests were very courteous, which I appreciated. Nevertheless, while I greatly appreciate that Canada is taking this pandemic far more seriously and responsibly than the US, this random selection added some serious stress to the first 24 or so hours of my trip. Thankfully, I never had to actually quarantine anyway, as I tested negative and was even able to present that negative result for reentry to the US! Now, I'm glad to say that departing from Vancouver to go back to the US was a much easier process. All I had to do was present that PCR negative to the airline check-in in order to obtain my ticket, then go through Canadian security (as unpleasant as their immigration), then go through US immigration and customs using Global Entry. Using GE, I breezed through the US checkpoint in less than five minutes, with the most pleasant and professional immigration officer I've ever met (her fellow US officers, as well as Canada, should take pointers from her!) Then once in the trans-border section of the terminal, there were relatively few stores and restaurants open (due to COVID), but I was still able to buy coffee, souvenirs and lunch with ease, and pleasant service. The gate agent for United was also pleasant. The views upon arrival and departure can be spectacular. My only real complaints about this airport are the Canadian immigration and customs process, as well as the crummy restrooms and the fact that the facility is largely outdated, dirty, and just kind of depressing. All in all, YVR is slightly below-average. However, if you're flying to the ""Canadian Southwest""/US Pacific NW, then Seattle's airport is also generally dumpy, and Victoria (BC), Abbottsford (BC), and Bellingham (WA) will all be rather inconvenient to get to from Vancouver, so I guess YVR unfortunately doesn't find any incentive to improve at this time."
2021-09-12,2021-09-12,1.0,"""not even McDonald's is open"""," |  8:00 on a Saturday night and not even McDonald's is open let alone getting a lousy beer. Terrible, Starbucks closed, pizza joint closed - no pizza at 8 o'clock on Saturday night. I will definitely reconsider Phoenix airport next time I go thru here."
2021-09-12,2021-09-12,1.0,"""not even McDonald's is open"""," |  8:00 on a Saturday night and not even McDonald's is open let alone getting a lousy beer. Terrible, Starbucks closed, pizza joint closed - no pizza at 8 o'clock on Saturday night. I will definitely reconsider Phoenix airport next time I go thru here."
2021-09-12,2021-09-12,1.0,"""the arrival experience at Pearson was a complete disaster""","  | I must agree with all previous reviews that the arrival experience at Pearson was a complete disaster and looking at previous reviews, nothing has changed. As an international conference planner, this was my first opportunity to 'escape' Canada for an international trip. Departure procedures took 2 hours (not exactly a stellar start) - but the return to Pearson - how embarrassing for a city like Toronto to be so disorganized. No social distancing whatsoever once you arrive into the customs hall. There were at least 1000 people snaking through (multiple international flights landing around 9.00 pm) - all of us crammed into the hall to line up for the machines for customs declaration. How many hundreds of people touched those keypads, no cleaning in between (as is promised on all the signs about extra cleaning efforts). Let's not even talk about the toilets. Then the Customs Officer wants to physically take our cell phones to see the PDF file of our negative Covid test. What is the point of filling out the ArriveCAN app and uploading all the docs if the experience is not going to be contact free. By the way, agent had no gloves on and saw this person touch all other phones ahead of us. I must ask - how does this help with potential spread of the virus. Baggage took an additional 2 hours. From landing to exit - an exhausting 3 hour experience. I am ashamed to call Toronto Pearson my home airport."
2021-09-13,2021-09-13,1.0,"""Wake up Sky Harbor""","  | I travel with 3-4 large 70 lb tool boxes for my business. I had to search for a luggage cart as they have been removed. I found one in the corner of the departure lounge. Today when I arrived back to the airport, no luggage carts. I asked a Delta agent where the carts were and I was told the contract with the company that supplied them ended and the new company was supposed to be set up August 1, but has not yet done anything. How are you supposed to carry 4, 70 pound tool boxes to the parking garage. No skycaps, no luggage carts. Whoever runs the airport and makes these decisions without thinking of the inconvenience to passengers who I am sure have had to deal with the same issue is an idiot. I was told by one of the purple help personnel to use a wheelchair. Really. Wake up Sky Harbor. August 1st has come and gone more than 70 days ago."
2021-09-13,2021-09-13,1.0,"""Wake up Sky Harbor""","  | I travel with 3-4 large 70 lb tool boxes for my business. I had to search for a luggage cart as they have been removed. I found one in the corner of the departure lounge. Today when I arrived back to the airport, no luggage carts. I asked a Delta agent where the carts were and I was told the contract with the company that supplied them ended and the new company was supposed to be set up August 1, but has not yet done anything. How are you supposed to carry 4, 70 pound tool boxes to the parking garage. No skycaps, no luggage carts. Whoever runs the airport and makes these decisions without thinking of the inconvenience to passengers who I am sure have had to deal with the same issue is an idiot. I was told by one of the purple help personnel to use a wheelchair. Really. Wake up Sky Harbor. August 1st has come and gone more than 70 days ago."
2021-09-13,2021-09-13,2.0,"""What are the people that run ATL thinking?"""," |  At about dinner time on a Sunday in Terminal C, about half of the eateries were closed! Trying to get something to eat just added more stress to an inherently stressful situation. What are the people that run ATL thinking? I guess they're thinking they have no competition, which is more-or-less true. I hate ATL."
2021-09-17,2021-09-17,6.0,"""Nice airport to transit through""","  | Nice airport to transit through. There was a woman playing piano in between the E and C concourses. There were many volunteers around to give directions and advice. There were also lots of places to sit, eat, and charge your device as well. The seats would get high marks from the people at 'Sleeping In Airports'. My only complaint is getting around the concourses is by foot only. There is tram but it is outside security."
2021-09-17,2021-09-17,5.0,"""is still very much a work in progress""",  | It was the last leg of a long day traveling from JAC. The airport is undergoing a multi billion dollar renovation and is still very much a work in progress. Eating and shopping options are somewhat limited compared to other airports I was at on this trip. I was too tired and hungry to go exploring. There was only one monitor to check for departing flights at the far end of the C concourse. This was frustrating as my departure gate changed twice. The departing flight was stuck on the tarmac for about 45 minutes due to Air Traffic. Who knew that a late night departure from LaGuardia could get delayed waiting to take off?
2021-09-17,2021-09-17,7.0,"""There were no shortages of shopping or eating options""",  | Transferred through ATL on 9/06/2021. This place is immense! There were no shortages of shopping or eating options. There were plenty of seats at the gates. The announcements were timely and clear. Lots of monitors around to check where your flight is departing from.The restrooms were reasonably clean. The train that runs between concourses is extremely handy as well. Can't comment on anything curbside as I was only transiting through.
2021-09-18,2021-09-18,1.0,"""It seemed to be more about harassing the customers than safety anymore""","  | I checked a bag for my flight home and the guy at the counter handed me my claim ticket, no smile, no gate info, no thank you or have a good flight. So I looked at my phone to see my boarding pass with the gate #, and he angrily said go! I thought maybe somebody had come and was waiting, but nobody was behind me. I just said thank you for your help. Then I get to security. The lady who checked my boarding pass and ID was nice compared to the baggage check staff member and the grumpy one pushing bags into the X ray machine. She had something nasty to say about everyone ahead of me as she tuned to put the trays back. A man 2 people in front of me got reprimanded for not pushing his stuff through. That is your responsibility sir, not mine, then she muttered idiot as she turned to put a tray back. The lady in front of me put her backpack in a tray and she pulled it out, yelled something at her, and said what is wrong with you people, you got a bag you put it on with no tray! Sheeesh. I put my bag on the rollersand she grabbed a tray to put it in to send through. Then she told me to go to the line for the X-ray (of me), where I was asked to remove my shoes, my glasses, my Fitbit, my necklace (not an easy task with arthritis, but not only would nobody help, they were really impatient with the time it took me to get it off) and my scarf. I have never been asked to remove that much before as I have TSA precheck (they have you carry a card to let TSA know, but they took it away with my shoes so I didnt have it for every time I had to take another piece of clothing off, but its but it didnt matter to them.). They complained that I didnt get out of the way fast enough when I had to go back. It seemed to be more about harassing the customers than safety anymore. Anyway, I have more to say, but I need to get home and at least my flight is on time. Just dont go here if you dont have to!"
2021-09-18,2021-09-18,2.0,"""Bullying rude security staff"""," |  Bullying rude security staff, horrible cramped queue in T1, shouted at and humiliated by a security man, left me in tears. I would rather not travel than use this horrible airport."
2021-09-19,2021-09-19,4.0,"""Seattle seems to be a little improved""","  | Seattle seems to be a little improved from three years ago, but still not great. Their N concourse has been beautifully redone, and is very modern, though the restroom wasn't very clean. Their B and C concourses, though, are still relics of the 1980s, old, cramped, vastly outdated, and with disgusting restrooms. The dining and bar options were/are plentiful, although overcrowded and overpriced even by standards of major hubs. The inter-concourse tram is nice and efficient. Customer service is about like I remember it, whether while dining in or at the boarding gate: courteous and polite, but kind of detached and aloof. I've never met any personnel in this airport who were either outright rude or outright bubbly, I guess that's just the Seattle way. Alaska and Delta have nice lounges there, and, again, the N concourse is nicely redone, so there is some incentive to transit through there more often in the future, but the airport still has a lot to be desired yet in terms of overall customer experience. If you're vacationing in the Pacific NW, I still recommend flying into Portland, Bellingham, or Vancouver, BC if you can help it."
2021-09-19,2021-09-19,1.0,"""the rudest airport ever"""," |  This has to be the rudest airport ever. TSA pre paying passengers fair warning, they still make you take your shoes off, empty your backpacks, yell at you in front of your children, remove your belt, and cell phones out of your purses. We were even told We dont care if your TSA Pre, remove everything!! Fly somewhere else."
2021-09-19,2021-09-19,1.0,"""Huge lines, no organization"""," |  The worst arrival experience ever. Took 4 hours to get out of the airport. Huge lines, no organization, airport is run like a third world country. Canada is falling behind in every aspect."
2021-09-19,2021-09-19,3.0,"""think these restaurants would be opened"""," |  First of all, no alcohol sales on Sunday until ten, and there are not enough restaurants in this place. The terminals are spare and I get that we are living in the times of COVID, but hunting down food  even coffee is nonsense. For the amount of people on this airport in the early morning, you would think these restaurants would be opened."
2021-09-20,2021-09-20,8.0,"""be prepared for a long walk and a long wait/standing"""," |  Arrived Atlanta from Puerto Vallarta, Mexico. Be prepared for a long walk from the gate to Passport Control. The line to have your passport checked was long and took approximately 90 minutes. However, the line moved relatively fast considering there were at least 500 to 1,000 passengers waiting to be processed. I would say it was fairly well organized as they had people directing passengers to the booths. Not a bad experience. Just be prepared for a long walk and a long wait/standing. Here is my major complaint about this airport if you are arriving on an international flight. If your final destination is Atlanta and you wish to catch a ride share, MARTA or a hotel van, passengers are required to ride a small shuttle bus to Ground Transportation which takes 20 minutes. We had two heavy suitcases which had to be lifted into the bus. As we are over 65, it was difficult. Getting passengers from the international terminal to ground transportation in the main terminal is very inefficient and inconvenient."
2021-09-21,2021-09-21,1.0,"""avoid this airport""",  | The worst airport I have ever traveled through! If you are going on vacation please if possible avoid this airport! The worst experience flying I have ever had and also thank you American Airlines two busted bags and a hard landing!
2021-09-21,2021-09-21,3.0,"""tables were also dirty""",  | I hope I never have to use this airport again. The staff was rude as I went through security. They assumed I knew their procedure and barked at me with what to do. Finding an outlet to charge my phone wasnt easy. Was at a table and an entire side had dead outlets and USB ports. The tables for eating and charging stations were also dirty. Did not look like they had been wiped down all day. Is covid not on the rise again?
2021-09-21,2021-09-21,3.0,"""an absolute nightmare""","  | I rarely write a review, and then only if it's positive. Denver International, however, is the exception. Almost everything about this place is bad. TSA check in is an absolute nightmare. TSA precheck line had maybe 500 people. Non-precheck had 2 lines with maybe 1000 people each. Everything is dirty. Especially the bathrooms. The airport has the feel of a Soviet-era prison without all the glitz. Sure, most airports today aren't fun. Weird TSA security layouts, understaffing, closed facilities. It's just the way things are. Denver takes it to another level. For example, the rental car facilities are dirty and understaffed. I waited almost an hour and a half in a rental car pickup line before I cancelled the car, walked out, and took Uber to Colorado Springs. The on-site gas station was unbelievably filthy with trash spilled all over the ground. If you're arriving on an international flight and have bags, you have to collect the bags and transfer them. This process is standard. At Denver though, you have to collect your bags, take them upstairs and outside to a curbside pickup, then return inside and downstairs to go through security. I might be able to overlook all this if the airport weren't in Colorado and 30 miles from downtown Denver. If you get stuck at DIA, you're spending a lot of time and money finding a hotel or a new wait out of the state. It's just not worth it. Play it safe and use SLC, Vegas, or Phoenix. If you're in Colorado, enjoy the breath of fresh air that is Colorado Springs Airport. You've been warned."
2021-09-21,2021-09-21,1.0,"""slow service, low staffing"""," | Coming back from Jamaica people joke about it being a third world country but comparing the service speed and courtesy there to the reception at this garbage airport is like night and day. Slow service, low staffing, no courtesy, and with two flights in the terminal youd expect to be able to get your bag in less than an hour of standing"
2021-09-21,2021-09-21,1.0,"""Where is the consistency?""","  | While going through TSA they took my scissors. Tiny scissors I had had for years, that I was specifically told to buy for TSA approval. I crochet on planes as a stress/anxiety relief/distraction. These scissors have literally made it through years of TSA agents. From LAX to O'Hare, from PDX to LGB, JFK to McCarran.. Every other airport and TSA has either said nothing at all, or said they were fine. But for some reason St. Louis said they were not allowed? Where is the consistency?"
2021-09-21,2021-09-21,1.0,"""most ridiculous process"""," | This is far the most ridiculous process. This is not an airport to fly with children. I landed at 4:57pm waited 15/20 minutes for the airplane to open the door because the immigration line was packed. Once off was making the line which were 60/70 people in front of me mind you have my 6 year old son with me which hes already hungry! They asked us to get out of line to get our bag, to make another line for customs! I have my connection flight which leaves at 8:40pm. They need to find a way to make this process faster and easier. If you have kids let them make a separate line, if they have a connecting flight that leaves within 2 hours make a line for those!"
2021-09-23,2021-09-23,2.0,"""consider installing a train or shuttles""","  |  The new airport is beautiful, spacious, clean, and all staff is friendly, but the distance you have to walk from Terminal B to Baggage Claim has got to be more than a mile! When you are walking and pulling a suitcase its exhausting. I cant image what elderly people must think. Please consider installing a train or shuttles!"
2021-09-23,2021-09-23,2.0,"""Train Shuttle has not been working for years""", |  The Train Shuttle has not been working for years and so youre forced to catch buses between Terminal 5 and the other 3. Buses that frequently get caught up in traffic jams. Now for some bizarre reason theyve put the Covid Test Site far away on the Bus Terminal meaning a huge long ride if you discover you need to take a test. This wouldnt be so bad if the train system was working. Unfortunately I live in Chicago and am obliged to use this awful place.
2021-09-23,2021-09-23,10.0,"""thank you to the three employees who helped me""","  | I want to say thank you to the three employees who helped me. One took me to the right skyline and rode with me to my stop. One saw I was confused how to get out to find my car and gave me the assistance #. One stayed on the phone with me when I couldn't find my car and was exhausted and panicked. She found my exact parking space and led me to it even while I was distraught. I arrived 9/21 around 10.45pm, flight 462."
2021-09-24,2021-09-24,1.0,"""the worst organized airport""",  |  This is the worst organized airport I have experienced. They tell you to come three hours in advance but people who arrive two hours get moved ahead of you while you get held back and have to wait. Then when the late people arrive for your same flight they go ahead of you and that is before you get to security! You get punished for coming early and doing what they tell you to do. Most ridiculous system Ive ever experienced in my life and I travel regularly even during the pandemic!
2021-09-25,2021-09-25,1.0,"""airport personnel did not want to provide priority"""," |  I had a flight on September 17, 2021 at 8.30am to Raleigh, NC. I had no checked bags and I arrived at the airport at 6.40am (1 hr and 50 mins) prior to my scheduled flight time. When I arrived, I was greeted with am extremely long line at TSA and come to find out TSA did not open til 6.15am. Why is TSA only opening at 6.15 am when there are various flights leaving at 8.30 and 9.00am. There was even a line in Nexus and I have never seen a line in Nexus in the amount of years that I have traveled. Myself and others ended up missing our flights, because airport personnel did not want to provide priority to those that have been waiting almost two hours (some even more) and their flights were departing within a short period of time. Air Canada needs to train their employees much better. When I missed my flight, I was told to go past customer service and use their courtesy white phones to reschedule my flight. I booked my ticket with United Airlines but it was operating through Air Canada. I even checked in through Air Canada and received my boarding pass with Air Canada. While I was on the phone with the rep, she advised (incorrectly) that I had to contact United. When I contacted United, they told me I should be speaking with Air Canada. Between 8.50am and 9.30am, I was on hold and being passed back and forth between the airlines. I then went to the Air Canada customer service desk and was able to rebook my flight without any hassle. So again, I was given the incorrect information from the Air Canada rep, whom I spoke with on the phone. By the time I was able to re book my flight, the next flight leaving wasn't until 2:45pm, connected in DC and my next flight out of DC wasn't til after 10.30pm. I spent 14-15 hours in airports for what would have been a 1 hour and change direct flight, if TSA coordinated much better. Also, we were required to take a covid 19 test prior to leaving the country and no one at Toronto Pearson Airport asked me for my Covid 19 results. This is definitely a compliance issue with the requirement of the Government, to provide proof of a negative covid 19 result."
2021-09-25,2021-09-25,1.0,"""ongoing construction project that never ends""","  |  I have always enjoyed Denver International Airport. Perhaps not the fanciest, but reasonable, navigable, and manageable. The last two+ years however have been pure travel hell.  This ongoing construction project that never ends is a nightmare. Still no food in the main concourse. Still a disaster area ever where you turn. This place should qualify as a blight and get disaster funding. When does this nightmare end Denver?  Outlying parking lots are still closed because they have no drivers. The crowded trains that run on the strangest schedules. Never enough, always loaded to over-capacity.  The ridiculous security lines. Enough said. Ridiculous and unacceptable. Just ridiculous. Closed bathrooms. Don't pass one if you see one. All the broken floor tiles around the baggage areas. I am sure the ground moved, but really this is our airport? Every trip through there is another experience in ""worst airport ever"". So sad."
2021-09-25,2021-09-25,1.0,"""Horribly planned out""","  | Horribly planned out. You have to walk forever to get anywhere and I mean walk. My seventy year old mother really struggled getting from the end of B terminal all the way to passenger pick up, and shes in good shape for her age. Just ridiculous."
2021-09-27,2021-09-27,1.0,"""Every single time I arrive at the airport it is a mess""", |  Worst airport in USA. Broward county is a misery of politicians and Transportation department. Worst airport for immigration. They never seen to be in another airport before to learn. They should be all of them fired. Wait and staff is so incompetent and rude. Administration of the airport is the worst. Every single time I arrive at the airport it is a mess. Chaos through every line. Even mobile passport.
2021-09-27,2021-09-27,1.0,"""They are consistently rude and unnecessarily aggressive"""," |  Im writing after multiple negative experiences with Sacramento Airports traffic operations staff (SMF Operations). They are consistently rude and unnecessarily aggressive. I understand the importance of controlling traffic relative to departures and arrivals, however, it is unacceptable and unnecessary for these employees to be as rude and aggressive as they consistently are. I am wondering if these persons are hired with afore knowledge of their inability to perform their duties without any public service etiquette at all. I would rather travel to the South Bay Area to fly than to fly out of local Sac International in order to avoid having any encounters with these employees whatsoever. I do not appreciate being verbally assaulted by these employees and this is something that definitely should be addressed and changed."
