Date,Date,Rating,Title,Review
2019-05-16,2019-05-16,1.0,"""the worst airport I have been to""","  | Orlando International Airport. Airport code MCO. This is not my first time in MCO. I have been to this airport a few times. This is probably the worst airport I have been to. I have travelled to many different cities and countries and gone thru many airports. First, this airport's layout, it is just stupid. They make you go back and forth for no reason and you need to take monorail. The monorail was surprisingly fast and effective. Cleanliness of airport is very questionable. It is not a clean airport. Many places are dirty and the bathroom is Mr Cleans nightmare. I hardly saw any cleaning staff in the airport. What makes this airport the worst is the staff who work in the airport. Many are just rude and lazy. Even the baggage handler thinks he owns the airport. So dont expect service or courteous here. Most likely you will get yelled at for bothering them. TSA here is joke. I saw 20 TSA, 3 TSA agents working and 17 TSA just standing around talking and laughing. I approached one of TSA to ask question. Her response, just go over there. Apparently sharing a joke with her friend is more important than the security of the airport. I thought Newark airport was bad but compared to MCO Newark airport is a well oiled machine. Once again, staff in the airport are what makes this airport the worst airport. Only bright thing about this airport is the immigration agent. Most of them are very professional and courteous. Everyone seems to be trained very well. If possible, avoid this airport."
2019-05-16,2019-05-16,4.0,"""security lines are a nightmare"""," |  You need to arrive an extra 30 minutes earlier than you usually arrive if traveling through OHare. The security lines are a nightmare. I have been flying through OHare for 20 years and the problem only seems to have gotten bad over the last 3 years. When you arrive to the airport, youll be surprised to see that theres a line out the door for TSA. This line takes minimum 30 minutes to go through. Once youre past a certain point, you see how much unused space there is & start to wonder why theyre not using that space for TSA."
2019-05-17,2019-05-17,1.0,"""needs professional training on how to talk to customers""","  | Wiki-wiki shuttle complaint at Honolulu airport. The wiki-wiki shuttle bus driver at this airport was so angry and belligerent towards the passengers after picking us up from the international arrival gate to take us to the luggage area. He picked us up from the gate on May 5, 2019 at around 9:37 am. He was so angry that he yelled at everyone in the bus as he told us to ""Move back! This is a full flight, the sooner you move back, the sooner we can do this!"" and repeatedly yelled at us with the same statement, only more belligerent and agitated at each time he repeated. He looked as if he was ready to fight the passengers at the front of the shuttle. He was so angry to a point of harassment towards us. I do not understand why he treated the visitors and returning residents to Hawaii like this? There seems to be a fake Aloha being thrown around this airport. This wiki-wiki shuttle driver needs professional training on how to talk to customers. He would not have a job without passengers that arrive and leave from this airport. Arrogant. He was so aggressive and hostile towards the passengers, I am still perplexed what the heck did we do to him?"
2019-05-17,2019-05-17,9.0,"""staff interactions have been good"""," |  This Airport has a vibe of its own, its big, busy and lot of people can be seen around. Well connected by Sky Train as well. Have use this for international and domestic travel and the staff interactions have been good. Good connectivity to Asian destinations with lots of flights to China, Japan, Hong Kong."
2019-05-17,2019-05-17,4.0,"""18 processing stations, only 8 were staffed""","  | Arrived London Heathrow at 8:30 pm. I was in Row 75 on the plane so well back in the Border Force queue. I rarely ever complain, but after a 24 hour flight, I found it really unpleasant to stand for 2+ hours in the ""Non EU"" queue for Border Security Checks. Of about 18 processing stations, only 8 were staffed and sometimes as few as 6 whilst staff had breaks. There were 4 or more staff doing crowd control which seemed more than necessary. I have no problem with the processing staff who were diligently carrying out their work. There just wasn't enough of them rostered on and that's avery poor VERY POOR and needs addressing. This visitor will in future choose to spend my hard earned dollars holidaying somewhere else."
2019-05-18,2019-05-18,1.0,"""very unprofessional""","  | Worst airport experience, thankfully I have not had any other bad airport experiences. Upon arrival from the UK my family and I had to go through customs. I do not attribute the experience at customs with JFK but it was pretty bad as well. The customs officer was extremely rude and acted put off by being there. Once I got to security I realized we were precheck, yay for us right? I was told that we didn't need to take our shoes off by the officer checking our passes. Then we were yelled at by the lady at the scanning belt that we had to take out shoes off, then she yelled at us for putting our carry on bags in the bins (I don't want my bags on the dirty belts), she continued to roll her eyes while yelling at us. Worst experience, very unprofessional, hope to never have to fly through JFK again!"
2019-05-19,2019-05-19,1.0,"""A lack of seating"""," |  This is one of the most horrible airport experiences. A lack of seating, the hottest airport ever, expensive and poor quality catering outlets. There is really nothing positive to say."
2019-05-19,2019-05-19,1.0,"""Newark is an embarrassment"""," |  Well, I can say at the least, Newark is an embarrassment. We arrived at terminal A, and had a connecting flight to Frankfurt, Germany. We had to navigate to terminal B, specifically gate B62. I looked up for the signage, directing me to the appropriate terminal. Terminal B was down a level, and by bus, the signs said we would be arriving. We took the elevator, as we had some carry-on luggage and the stairs looked, precarious. I could quite possibly be over-exaggerating, but we waited at this old elevator for what seemed like a solid 5 minutes, before the door opened. It was like a time warp, back to the 80's inside this elevator. We exited and saw a bus. As I approached the airport worker, I asked her if this bus went to terminal B. Very rudely, she asked me which gate. I told her gate B62. She said that this was not my bus, no bus goes to B62, and that I would have to go back up to terminal A, take a right, and another right and then I could get to terminal B. Confused because of the signs I just read, directing us to this bus, we turned around. Not wanting to wait for the slow elevator, we opted for the stairwell. The stairwell leading back to the terminal, was completely atrocious. Bird wire fencing for walls, trash, dirt and cigarette stench enveloped the narrow and steep stairs. I am not sure if they are even OSHA compliant. There was room for only one direction of travel up and down the stairs. A person walking down would have to stop, mash up against the bird wire fencing and wait for them to pass by. So we take a right and then another right, and we see a sign for terminal B and an arrow, but the ""B"" has been painted over, as if to signify that terminal B was not in the direction we were directed to go! We were basically leaving the airport, by following this rude airport workers' advice. I asked one of the security workers in that hallway if we could get to terminal B this way, and he rambled off on some rude tangent about can't I read the signs? Totally rude and un-helpful. Not wanting to miss our flight by leaving the terminal, we back tracked to the area we began from, in hopes to see another poorly illustrated sign. Luckily a flight attendant was sitting close by, and saw the look of confusion on our faces. She informed us that yes, we were supposed to leave the terminal, take the sky train to terminal B, gate B62. Off we went. When we got off the train, all I could see was a long line of passengers, waiting to get through security. Regrettably, we had to join that line. The line was formed with mis-matching, dated stanchions, crooked and not even wide enough to pull a carry-on through. In the back ground, all I could hear was security officers yelling and belittling passengers for having candy in their bags, over and over again. Publicly shaming these poor foreign passengers, in my country, which I love and have served and protected. I was so embarrassed. Is this how America treats people? First impression is the most important and this was a complete nightmare. Thank goodness my flight to Frankfurt was delayed, because I would not have made it home that day. We got through security and all the passengers at gate B62 were still standing in a long line, waiting to board. The entire airport was dark, dank, out dated and just rude. It was so refreshing to arrive (late) at Frankfurt, where there is order and cleanliness and polite people. Get your crap together, Newark. You are a shameful experience. Never again. Never."
2019-05-19,2019-05-19,3.0,"""Not TSAs finest moment""
"," |  I arrived at the airport at 5:00am for a 6:20am flight. TSA only had checkpoint B open and A and C was closed for general boarding. There was an 45 min plus wait to get through. Oddly enough, checkpoints A and C were open for Clear customers. I missed my flight. So, if you pay extra for Clear, you get next level service even though I am already paying for TSA via taxes and fees. Not TSAs finest moment. To be fair, I fly 4-7 times a month and this is the first time I have encountered todays fiasco."
2019-05-19,2019-05-19,2.0,"""the worst experience I have had at DFW airport"""," |  Upon arrival at airport the instructions on the plane say to sign into mobile passport for faster customs checks. So we did this and have used these services before with no problems. We went to the line mobile passport just to be put in line with everyone else. Then moved to another line with even slower service. When the staff was asked why the mobile passport people had to go through the line. Nobody would answer the question and just say to stay right here. After getting through the line, I found another staff member and asked him the same question and he said ""just keep walking good bye"". So with no answer how am I suppose to know what to do next time. As an American citizen we are being led around by people that cant understand nor hold a conversation in English. We fly have flown American Airlines for a long time but things need to be corrected. I will be doing some comparisons with Southwest from now on. I dont normally leave reviews but this evening 5/16/19 coming in on AA1385 was the worst experience I have had at DFW airport."
2019-05-19,2019-05-19,2.0,"""Employees unfriendly and miserable""
"," |  This continues to be the dirtiest, grungiest, most unattractive airport I have to deal with. Dark and dreary void of any natural light. Employees unfriendly and miserable. Lack of any outlets and minimal charging stations. Ive been to Tampa, Dallas, Phoenix, Orange County and many more, all so much nicer than Philadelphia. For such a busy airport that continues to grow they are not keeping up with travelers demands and Needs. I would avoid stopping here if I could."
2019-05-20,2019-05-20,2.0,"""Really upsetting""",  | I had a 5 am flight along with 28 other passengers and we all missed our flight and were given incorrect info at the security gate. We were told the only security gate that was open was the one that opened at 4:30 am. We then all missed our flight due to not getting through security in time. We are now all on standby for the next flight. Spending $1000 on a cruise out of Miami might not even happen now and will all go down the drain. Worst experience of my life. Really upsetting.
2019-05-20,2019-05-20,2.0,"""Customs was absurdly understaffed"""," |  Customs was absurdly understaffed, and it took my husband almost 2 hours to get through. Being a US citizen, I was in a different line, and got through in under a half hour. We missed our flight because of how slow this line was. It's an utter disgrace to put people through that type of wait time after traveling. There were two agents for that huge line. Even having four agents would have made a huge difference. 8 agents would have cut the wait down to just over what I had, which was plenty. After missing our flight, we spoke to a few different help desks. They were all lovely and helpful, but rather low on correct knowledge. One sent us to a travel agency pretty far away to book a new flight, and when we made it there, there was no staff. They also told us we could go to airline counters to book flights which was incorrect. The best advice the one guy gave me was to not book with cheap airlines because they provide bad/low customer service when things go awry! If you're going to fly through here be prepared for possible long customs waits, and read the info on your airlines website (for instance, that the check in desk closes an hour before the flight even though the gate is 10 minutes away!). I guess, basically, be prepared."
2019-05-20,2019-05-20,1.0,"""a truly awful experience"""," |  Landing here was a truly awful experience! Took nearly 3 hours to get through immigration! It took another 45 minutes to queue up for the bus to take me to a different terminal! The airport is so badly organised, an actual joke. The staff there aren't interested in helping they just roll their eyes and give you short answers to get rid of you! No organisation, no customer service Avoid avoid avoid, I know I will be in the future!"
2019-05-20,2019-05-20,3.0,"""We will not be returning""","  |  Traveling is already a stressful occasion. Here are some tips to make it easier on people. The attendant that is supposed to check if flyers are pre-checked or not should actually do their job. A guy behind us literally said they arent sure if theyre pre-checked and she never stopped to explain or check his pass or anything. she just hurried him along in line. Some people are first time flyers. Be patient, be helpful, do your job. help educate them so next time things can go smoother. Next  allow families/groups to stay together. When one attendant is pulling one-by-one from three different lines, the person or people I am traveling with could be very far behind me. This is not conducive with groups of minors. It can be scary and allowing them to stay together is a small courtesy that could be extended to help out. Teach your workers patience. It was terrible here. Back home our airport is respectful and understanding, this was a huge shock for my group and I. We will not be returning. Its about to be a long day and this experience has made it longer."
2019-05-21,2019-05-21,1.0,"""We waited and waited and waited""
"," |  My wife needed wheelchair assistance to the plane. Everything was very professional, up to the last waiting area before boarding. We were informed that someone would collect my wife at 2.10 pm, allowing all passengers who need wheelchair assistance to board first. We were flying with Norwegian to Tampa Florida. The flight departing at 3.10 pm. We waited and waited and waited, on 3 occasions we were informed that a wheelchair would be coming. The last time I went to the customer service desk area, a very rude, obnoxious and uncaring person, basically asked me not to bother her and wait. By then we had 20 minutes before departure, so I collected our carry on bags, and my wife with the aid of a walking stick made our own way to the plane. This was a very stressful situation. Other passengers who need assistance beware."
2019-05-21,2019-05-21,1.0,"""the worst airport""", |  Insane! Id never expected New York to have a 3rd world class airport. This is the worst airport Ive ever been at and Ive been to a few. I will never return to this airport!
2019-05-21,2019-05-21,1.0,"""Avoid if you can"""," |  My checked bag was accidentally taken by someone and the airport staff refused to help me retrieve it. I had to run across the whole airport myself to find it! The airport staff instructed me to exit through a set of doors and ensured that Id be allowed back inside, which I was not. So I had to wait for my parents to arrive for 3 hours outside the airport. The American Airlines staff and baggage claim staff were as rude as could be as I kept my cool and was polite through the whole situation. Avoid if you can!"
2019-05-22,2019-05-22,1.0,"""Appalling introduction into the US""
"," |  Don't go to this airport unless you want to queue up for at least 1.5 hrs whilst 3 officers check your passports and onward travel. There was in excess of 300 people behind us and as people became vitriolic about the wait a female agent approached the queue and threatened to remove them to the back of the queue if they continued to complain. By the time we got to the carousel to collect our cases, they had been taken off and put to one side. This has to be the worst airport in the US and the rest of the country's I've visited. I've given it 1 star but really dose not deserve any. Appalling introduction into the US."
2019-05-22,2019-05-22,2.0,"""Security set up is not fit for purpose""","  | Security set up is not fit for purpose. I waited in line for one hour for security checks. There were only three aisles in operation, one for first class/priority for all international flights from terminal 2. And once through security the gates area is horrible. Restroom facilities arent big enough for the number of passengers (just four stalls in the mens, with the lack of privacy and cleanliness typical of bathroom facilities in the US). Oh, and when I arrived here the other day from London I was stood in line for 2.5 hours at immigration. Just a hopeless and depressing way to enter and leave NYC. It makes London Heathrow seem positively heavenly by comparison!"
2019-05-23,2019-05-23,1.0,"""What an awful experience""","  | What an awful experience, I will never book a flight to Chicago O'Hare again. We waited around two hours once off our Norwegian flight to go through to passport control. You have a self serve machine where you have to put information into and then queue again to do the very same. The women who are supposed to be helping you don't and the two I came across were so rude. I asked a question and the young girl looked at me, turned around and walked off! I am horrified to think that they are in a job! If this was London Gatwick or Heathrow Airport they would not be in a job! We had similar timing issues at the airport for our departure where there were just four men checking the security on all international flights going through terminal 5! Very disorganised. O'Hare being a large hub airport and looking at other reviews here, they should take on the feedback and learn from this in moving forward. First impressions has left a lasting impression where I will not be returning!"
2019-05-24,2019-05-24,9.0,"""rarely any delays""","  | DIA (Denver International Airport) is an amazing airport. It is clean, modern, and efficient. Also, Parking is easy (most of the time) and rarely any delays."
2019-05-24,2019-05-24,3.0,"""Thumbs down MIA""","  | MIA airport is the most awful airport in America, it could be the best but the people seem to be trained to be awful. No clear directions to the traveler, rude and plain disgusting attitude. I just dont understand. I travel a lot and by far this is the worst airport only because of the people. All agencies working there need training on peoples skills. Thumbs down MIA."
2019-05-24,2019-05-24,1.0,"""Worst airport I've ever been to""",  |  Worst airport I've ever been to. Staff are always rude and always look like they don't want to be there. I was treated like an animal. Would not recommend this place to anyone.
2019-05-24,2019-05-24,1.0,"""single worst airport""","  | The single worst airport I have ever experienced. Nearly 1000 passengers entered customs at about the same time, and there were only two agents to process them. After an hour of waiting, I traipsed all over Terminal B trying to follow instructions for Baggage Control, another security check, getting to Terminal C, etc. Whoever designed the signage for Newark Liberty should be fired. Roughly three hours later I arrived at my gate to discover that they were already boarding a bus, where 50 people were stuffed shoulder to shoulder for about 20 minutes before boarding the plane. In my hours at the airport, only one employee was either kind or helpful. The others I dealt with were unbelievably rude and unhelpful. I am an older woman, and I hope I have never treated a fellow human being the way I was treated. The bottom line: if you can avoid Newark, do so at all costs. I certainly will."
2019-05-24,2019-05-24,1.0,"""Good riddance Heathrow"""," |  Worst airport I ever went through. My family of 6 had a connection with British Airways with 90 minutes for us to get from one gate to another after we arrived here from Philadelphia. We missed our flight thank you, the lack of any interest in moving passengers through especially those of us with connections is evident. Nobody sees to care about the customers and travelers passing through here, they just dont, its obvious. This is my last trip to the UK. Good riddance Heathrow."
2019-05-24,2019-05-24,2.0,"""This airport is a disgrace"""," |  This airport is a disgrace. As a UK citizen entering from the US and transiting to Manchester, we arrived in T3 and had to wait about 10 minutes for an operator to attach the airbridge. Once attached, we had a lengthy walk (about 15 minutes) to get to the UK Border and immigration check. Signage was OK but limited. Having been scanned at the ePassport barrier, I thought I was through and into the terminal proper but I was immediately confronted with another bank of scanners and bar code readers - no explanation or instructions. There was an unhelpful and surly security guard who stopped me from walking around these scanners. He told me that I had to (again) remove my glasses and have my photo taken for ""airport security"" - why? I asked him when my data would be removed from Heathrow's system. He gave me the impression he had no idea why I was asking and then glibly agreed with me that it would be deleted when I left the airport. I dont believe it for a moment. Given the recent court case about facial recognition software, where is the policy statement from Heathrow about the usage of our data and how it is protected/deleted? Once through this barrier, another lengthy walk to a bus gate for a long transfer to T5. Why does Heathrow not have a skytrain connecting terminals? After our overnight flight, we were made to wait about 30 minutes until a bus arrived at which point, there was a massive queue of people. The driver of the bus was rude, just packing people into the bus and then driving at quite a speed around a maze of roads to get to T5. We were then confronted with another walk to security where we again went through the usual street theatre of security, overseen by an unsmiling security guard - welcome to the UK. Had I been a foreign visitor, I would not have had a good impression of the UK. Once through the chaos of security, the shopping mall which is T5 was crowded with very few seats available and throngs of confused looking people. Eventually, we got to our connecting gate where our pictures were taken again before we were allowed to board. This airport is horrendous. Having flown in from JFK, I suggest that LHR management take a look at how a proper airport should be run."
2019-05-24,2019-05-24,3.0,"""lines were so incredibly long""","  | This airport cant seem to handle the passenger traffic. I was flying American on May 21, my flight was delayed to the point that I wouldnt make my transfer. I was bumped to the next day and the check-in lines were so incredibly long that I missed my flight the next morning and was forced to fly standby. I have heard similar things from friends flying Southwest Airlines at this airport"
2019-05-24,2019-05-24,2.0,"""Avoid this airport"""," |  Avoid this airport! Terrible selection of sit-down restaurants for transits alomg with the lack of other ammenities i.e. day lounges etc. you expect to see in an ""International"" airport. I do 50k miles a year but this is first (and last) time I have had to stop here."
2019-05-25,2019-05-25,3.0,"""unhelpful and very poorly organised"""," |  We found this airport to be unhelpful and very poorly organised. We arrived with a reasonable amount of time to met our connecting flight. We arrived at the at immigration to find a huge very slow moving queue. They only had about a quarter of the booths open and no one wanted to help us at all. It took 1.5 hours to be processed. We asked several staff if they could help us get to our flight on time and not one person offered any help at all. There was no one to help us get from terminal B to 6 so had to run, which is no mean feat when you are in your 70s. We later found out there is a shuttle which no one told us about. We made our plane but only after member of the public let ups jump the xray queue. On our return trip through your airport we found the signage difficult and at no stage could we find directions to shuttles. This time we were on terminal 7 going to B. We took the wrong option and walked all the way. There is so much you could do to improve your service and I hope that by our next experience things may have changed. For goodness sake fully man you immigration booths when you have so many aircraft arriving."
2019-05-25,2019-05-25,1.0,"""try to avoid this airport as much as I can"""," |  I was in transit to go to Tokyo from Portland, OR. Even in transit, they make us go through immigration and customs with hundreds of people. I ended out totally outside and then go through security to get to an airport lounge. The whole process took me 1 hour and 20 minutes. This must be a new system, which wasnt working. There were lots of empty kiosks and several foreign passport lines. This system is stupid and I would try to avoid this airport as much as I can in the future!"
2019-05-25,2019-05-25,3.0,"""drove me back to the main seating area"""," |  North Terminal - who thought it was a good idea to build ""kids zone"" play area right next to ""quiet zone""? The constant screeching of children drove me back to the main seating area. I appreciate that there's a lot of work going on at the moment and maybe there will be a real ""quiet zone"" when it's finished. I hope so."
2019-05-26,2019-05-26,8.0,"""We loved the cleanliness"""," |  We loved the cleanliness, really fun stuff, modernized design, was a lot of natural light with the large windows, lots of cool shops (they were actually quite cheap) and amazing restaurants, construction was noisy, trash on gate seats (not the airports fault)"
2019-05-26,2019-05-26,1.0,"""Directions to terminals not clear""",  |  Worst airport ever. Directions to terminals not clear. Attendant gave me wrong directions. Bathrooms in terminal A were all out of order. Tried asking security personnel directions to a working restroom. Given a snippy response. Totally unprofessional. 
2019-05-27,2019-05-27,1.0,"""Worst airport award goes here""",  | Worst airport award goes here. The most unorganized security lines I have experienced. I have traveled all over the world. Slow and nothing but slow. These folks need efficiency training in moving folks through and not create back up lines. Not enough lanes opened for sure.
2019-05-29,2019-05-29,5.0,"""are all gates really booked""","  | I have never been able to fly out and reach a gate on time ever. How is it so difficult to find gate every time the flight lands Dont they know about the arrival, are all gates really booked?"
2019-05-29,2019-05-29,9.0,"""staff helpful and nice""","  | I was shocked by the facilities offered in Terminal B, as well as the connector area between all terminals. There is plentiful seating, with most seating offering clean white tables with outlets and USB plugs. The bathrooms were also brand new and no exaggeration, the cleanest and most well-manufactured airport bathrooms I've seen. Many many food options, including iPads in most gate areas, on which food and drinks can be ordered. The AT&T sponsored wifi is quite good, and the staff were overall quite helpful and nice."
2019-05-30,2019-05-30,1.0,"""dirty, inconvenient, dated""","  |  Short and sweet here: Travelers apparently rated this the worst airport in America in 2018. That's unfair only to the extent that other airports probably don't deserve to be denigrated by even being included in the same category as Newark Liberty. It's dirty, inconvenient, dated and inefficient, staffed by a lot of incompetent and unfriendly people, and the area around it is bleak even for a generally bleak spot like northern New Jersey. They should just flatten this place and route traffic through other places that care about doing a decent job and know how to do it."
2019-05-30,2019-05-30,1.0,"""This is a horrible airport""","  | This is a horrible airport! I will never use this airport again if I can help it. It has a stupid, hard to figure out layout. I had to walk through the rain to change terminals. The gate areas were small and confusing as well. Then when I returned through customs and had some duty-free merchandise I was treated very rudely by a tsa worker in security and had some of my merchandise confiscated even though it was duty free and not brought from outside the airport! This is ridiculous and the worker was a complete jerk about the situation. I consider myself an understanding and patient person but this airport tested both!"
2019-05-31,2019-05-31,4.0,"""little to nothing I could eat""","  | I can usually count on being able to eat something at the Minneapolis-St. Paul airport; however, the two restaurants that serve vegan dishes or will accommodate to make a vegan dish were not offering vegan dishes. Therefore, there was little to nothing I could eat. I was left spending $10 for a dried bagel that was clearly made a week ago."
2019-05-31,2019-05-31,3.0,"""signage was unclear""","  | We had to collect luggage from our first flight and then check in for our second flight. From the gate to the baggage claim was extremely far, signage was unclear and there were no alternative transportation options. After that, we had to walk with all our bags and two small children two concourses over, easily 1 km. Though we asked if there were any transportation options, shuttle or train etc, there was nothing and we were denied any assistance from those we asked. The line at security took us roughly 30 minutes and they did not have enough trays for people to use. What an embarrassment of an airport."
2019-05-31,2019-05-31,1.0,"""dirty, extremely dated""","  | I travel around the world this has to be in the top 5 worst airports I have had to fly through. It's dirty, extremely dated and the food options are horrendous."
2019-05-31,2019-05-31,4.0,"""Come on Mccarran! You can do better than this""","  | Arrived at 8:20pm on 29 May 2019 from Zurich. Took 43 min to clear immigration. Total of 28 immigration channels, only 6 were staffed. 6 passport scanning machines (2 were out of order) but the airport staff said they are not working right now even though 4 showed green serviceable light. I asked another staff why we cant use the passport scanners and got another answer There arent enough immigration officers. Well, isnt that the point? Passengers using the passport scanning machines and having their fingerprints and photos taken, cuts down on the amount of time the immigration officer processes each passenger? Come on Mccarran! You can do better than this!"
2019-06-01,2019-06-01,2.0,"""almost 3 hours at immigration""","  |  Fort Lauderdale Airport is the worst airport ever. We were left waiting for almost 3 hours at immigration, just to show our passports. And so were lots of other people, we will never return. Never again, ever!"
2019-06-01,2019-06-01,1.0,"""experience was terrible""",  |  The service is awful. 2 men in uniform in terminal D had accents and didn't seem to fully understand me when I asked for help finding American Airlines desk to obtain boarding pass. The AA desk was empty. Then the TSA lady at check-in was rude and unfriendly complaining to her colleague next to her how she disliked her job as she checked my pass. The TSA staff at the scanners gave little guidance and talked over me. I rarely travel by plane and this experience was terrible.
2019-06-02,2019-06-02,1.0,"""Worst airport in the country""",  |  This airport is always backed up and causing so many delays. They delay flights all the time for the stupidest reasons and the tsa lines are slow the drop off area is always a mess. Worst airport in the country.
2019-06-02,2019-06-02,1.0,"""Unbelievably terrible experience"""," |  Unbelievably terrible experience. Completely disorganized, TSA was unnecessarily rude and everything in total disarray. The building is grotesquely outdated and nothing runs properly. Missed my flight because of the total incompetence of the airport, and specific airline (American Airlines) utter failure to warn customers of the condition, i.e. slow security check, despite acknowledging they were familiar with the situation. Arrived over an hour and a half early for a flight I missed due to the total incompetence of the airport and airline staff. New Orleans needs to get it together."
2019-06-02,2019-06-02,1.0,"""These guys could not be more rude"""," |  Every airport Ive been to in every state in every country has been better than LAX except for Newark. Newark is the worst but LAX is a close second. TSA is usually at least ambilavent with their attitude but slow always. There is never enough chairs in the terminal, I usually sit on the floor. Much worse though, is the attendants outside who shoo away people trying to pick up their loved ones. These guys could not be more rude about this literally every single time. The power goes to their heads in such a pathetic way. Im waiting for my mom and he asks me to go all the way around again, but I can see her shes just zipping up a bag and this guy starts writing my license plate number down and taking pictures of me. Even when you do move like they want you to, they will just harass you again when you come back around. They act like you came to the airport just to annoy them and there is no necessity for their job. I feel bad because they do just want to keep the line moving but Ive never seen the arrivals get that cramped that they need this weird pickup queue gustappo."
2019-06-02,2019-06-02,1.0,"""airport is horrible""","  | This airport is horrible. Food was terribly expensive and awful. They were sandwiches that they would serve in jail and cost tons of money. The bathrooms were abominable. Filthy toilet seats, liquor bottles in the tampon disposal, water all over the floor. The trash was over flowing, there is no soap. I thought it was one particular bathroom but Ive visited two or three and they were all the same here."
2019-06-03,2019-06-03,1.0,"""Complete chaos"""," |  An absolute nightmare. After an 11 hour flight we stood in line for passport control for 2 hours 50 minutes. People were passing out, paramedics called to someone. Complete chaos. Thought perhaps it was a one off but later met someone in SF who waited for 3 and a half hours in a similar queue. When we eventually got through no belt info for our flight and found all bags had been taken off the carousel. People missed connecting flights. A complete nightmare - one I never wish to repeat so will avoid SFO in future at all costs."
2019-06-03,2019-06-03,1.0,"""not one person offered to help""", |  Worst TSA I have ever dealt with. I was traveling with my infant and was gate checking my stroller. We approached security not one person offered to help remove the bassinet from the stroller so it would fit through the belt or help close the stroller. I have my baby in my arms removing my shoes taking out my iPad and struggling to get the stroller on the belt and not one person offered to help. Even after we were scanned and everything had passed through still not one of the 5 TSA who were standing around asked if they could assist me. The security staff here needs a class in customer service. So disgusted with them.
2019-06-03,2019-06-03,2.0,"""only gets worse with age""", |  My home airport for over 50 years and only gets worse with age. While they have updated the terminals over the years customer service is poor to non-existent. Recently flew back from Barcelona on Sat. 5/25/19 (holiday weekend) and trying to get through US Customs was not only a nightmare but a national disgrace. At 3pm only two (2) yes that's right 2 were on duty to check through hundreds if not thousand of flyers entering the USA. A near riot nearly broke out due to the people having to wait over 2 hours for no other reason than poor staffing. The agents on duty were slow as sap in January (apparently they deal with this low staffing all the time) and have no sense of urgency in getting folks through customs. I was told this was normal staffing levels. As an American I gotten use to poor service in public transit but it does leave a sour taste with foreigners entering the US for the first.
2019-06-03,2019-06-03,4.0,"""restrooms are the dirtiest""", |  I travel to Denver airport at least every three months: the restrooms throughout the airport are the dirtiest and have the most malfunctioning toilets I have ever run across in my travels to other airports. It is consistent- there is no excuse.
2019-06-04,2019-06-04,3.0,"""not a single person could help me"""," |  I arrived at San Juan airport on May 20 around 2 pm I speak no Spanish me and my boyfriend came for vacation. He speaks it I dont. I got lost and was crying and freaking out I had lost my phone. And I had all these bags plus my cat. I had no clue where my boyfriend was. I talked to 5 different people that were working at the airport and not a single one of them could help me. The lady for lost luggage area was super rude to me and told me she could not look after any of my bags so I could go look for my boyfriend. Then I talked to a luggage guy and he literally ignored me. Then I even talked to an airport security and he could not help me either. I thought this was a tourist airport but not a single person could help me or understand me. No one would even let me use a phone they had. I think this is messed up on so many levels because I spent so much money to fly here and I got lost and not a single person could help me. Imagine a child getting lost and people just ignoring him or her because they speak english only and dont understand them, leaving them to fend for themselves,Its sad and a very scary thing, I am now afraid to go back to San Juan airport because of my experience and it needs to be heard and something needs to be done about it."
2019-06-04,2019-06-04,2.0,"""horrendous walking times""",  |  What a disaster. Airport is overcrowded with many rude employees that could care less about the traveling public. Many areas under construction with carpeted areas being difficult for travelers to move their bags. It is clear that the runways and traffic control are stretched which results in numerous cascading delays. Not enough seating - horrendous walking times - surly employees. 
2019-06-05,2019-06-05,1.0,"""disgustingly dirty ladies restroom""","  |  I flew into and out of the Minneapolis airport traveling between Phoenix, Arizona and Madison, Wisconsin. I was appalled to experience such a disgustingly dirty ladies restroom in Minneapolis! The stalls had either no toilet tissue or barely any, with only the last remains of a role in a few. There were no hand towels in the dispensers and just one paper towel role setting on the wet sink counter. Plus, there was a good amount of water on the floor. Such a contrast to the beautiful, pristine bathrooms of the Phoenix airport! Management needs to seriously look at this problem. Left me with a poor impression of this airport."
2019-06-05,2019-06-05,5.0,"""so grateful for the help""","  |  I don't often write reviews but I would be ungrateful if I didn't thank one of the wonderful employees who helped us yesterday, Tuesday, May 21, 2019. We flew out of Minneapolis-St. Paul International Airport yesterday morning. We had a 6:50 am flight and arrived to return our rental car at 5:20. When we entered Terminal 1 we were shocked to see the security lines running both directions down the center of the terminal. One line had even doubled back on itself. I have never seen such long lines at any airport! (I hope it was due to bad weather the past few days and the need to reschedule people who missed flights but the security line would have taken at least 1 1/2 hours to get through) My husband and I have pre-check but my elderly parents ( early to late 80's) did not so he went through to our gate to make sure he could catch the flight for work while I stayed in the security line to help them. The line was moving very slowly and I became concerned that we might be in the wrong line. I asked a security officer near me if indeed I was headed in the right direction and expressed my concern that we would miss our flight. He said I was in the correct line and asked if I possibly had pre-check. I explained that I did but my parents didn't and that I needed to stay to help them through security and on the flight. He kindly had us follow him to another line where we were able to get through security as our flight was continuing the boarding process. We were able to grab a courtesy cart, as our gate was a long walk from the security checkpoint. We arrived at our gate just as boarding was finishing. I am so grateful for the help."
